dotty, 3262, 2017-10-05T07:06:03Z, 1e90e31, 37342.171, Thu Oct  5 09:29:53 CEST 2017, 81122.409 44018.002 40321.238 38973.763 38926.770 38644.164 37664.021 37889.529 37848.189 37693.295 , 37957.848 37306.174 37613.019 37937.045 38282.654 37071.636 37389.010 37378.168 38985.591 36808.919 37100.871 37522.186 38010.096 36744.144 37109.193 37184.405 38282.233 36714.328 37259.036 37241.901
tests/implicitNums.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 811.464, Thu Oct  5 13:42:45 CEST 2017, 6690.864 2761.020 2372.459 2778.803 2371.041 2000.353 1544.854 1156.353 953.803 885.323 , 904.009 882.360 849.238 866.935 831.489 843.965 832.446 841.099 811.912 828.950 807.004 804.559 809.274 799.535 796.918 811.016 796.740 796.384 807.328 796.124
dotty, 3262, 2017-10-05T19:55:59Z, 61f897c, 36665.676, Thu Oct  5 22:19:31 CEST 2017, 79974.161 43305.261 39653.158 38612.585 38001.216 38175.203 37106.726 37256.055 37551.181 37223.452 , 37843.077 36705.929 36530.033 37372.422 37746.743 36655.449 36675.903 36896.258 37628.059 36336.309 36345.827 36500.369 37590.539 36123.514 36140.669 36691.452 37551.614 36348.914 35970.062 36514.065
tests/scala-library, 3262, 2017-10-05T19:55:59Z, 61f897c, 6180.5015, Thu Oct  5 22:23:10 CEST 2017, 24615.655 11451.401 8870.711 8447.201 6918.868 6728.835 6693.719 6596.857 6825.522 6466.782 , 6559.495 6299.588 6269.288 6221.223 6210.180 6166.614 6211.591 6144.837 6219.348 6241.884 6137.832 6336.746 6128.216 6194.389 6119.941 6119.634 6145.389 6059.180 6101.453 6099.176
tests/implicit_cache.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 122.203, Thu Oct  5 22:23:46 CEST 2017, 2761.312 543.608 417.174 469.350 419.645 381.414 323.055 219.578 231.502 208.718 , 144.703 130.321 128.392 127.769 125.246 125.647 128.326 133.258 124.010 118.129 120.396 118.506 125.772 116.439 114.487 117.652 116.439 118.230 115.319 113.344
tests/implicit-scope-loop.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 122.702, Thu Oct  5 22:24:23 CEST 2017, 2928.800 743.671 572.266 449.028 350.260 297.518 221.715 165.829 152.449 150.951 , 141.367 135.482 133.211 128.834 132.491 124.714 132.093 126.459 121.667 124.055 123.737 120.772 117.899 119.338 119.528 114.935 116.038 114.189 114.704 115.499
tests/i1535.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 153.7925, Thu Oct  5 22:25:01 CEST 2017, 3385.198 697.637 477.835 567.231 508.724 345.769 364.206 263.229 280.332 228.892 , 226.509 177.437 164.394 159.211 161.216 157.147 155.113 158.105 154.232 149.545 153.353 158.767 148.047 146.184 144.438 142.326 144.841 141.732 139.191 144.330
tests/i1687.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 98.7225, Thu Oct  5 22:25:36 CEST 2017, 2700.638 431.763 339.804 413.878 294.130 257.809 178.132 150.617 176.996 155.927 , 109.484 102.867 103.674 103.612 102.924 101.819 101.015 104.353 98.464 98.981 96.416 97.654 94.334 93.335 98.341 96.419 96.576 92.224 92.943 101.881
tests/Vector.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 595.966, Thu Oct  5 22:29:18 CEST 2017, 7791.009 3016.473 1905.877 1548.772 1352.068 1192.142 1525.932 1420.751 1146.935 802.981 756.037 730.954 744.811 790.720 708.091 713.604 669.231 689.811 653.654 726.568 6975.941 2554.257 1654.284 1930.339 1862.983 1133.308 1291.869 1222.317 1008.831 1060.606 1213.052 1007.338 847.344 823.014 765.246 731.253 764.174 872.383 699.629 673.491 7369.799 2273.299 1823.503 1590.700 1432.205 1377.665 1350.937 1213.701 1144.023 1147.866 1358.003 1153.487 939.945 779.623 757.371 715.126 695.983 694.741 681.532 657.261 , 755.036 742.410 756.550 762.360 596.964 607.894 593.910 586.522 589.324 588.954 581.783 585.086 582.549 583.683 579.771 584.538 591.596 565.960 565.028 571.546 561.929 561.956 580.888 616.753 557.552 555.044 597.145 599.513 565.468 580.040 665.682 650.758 655.526 699.640 676.347 682.583 635.371 622.839 768.211 621.296 607.280 599.817 594.018 590.529 603.411 591.361 585.393 602.200 585.375 587.359 590.973 604.142 582.177 581.403 711.601 579.105 579.960 577.328 593.414 576.601 669.519 647.258 655.504 645.321 785.214 756.310 617.438 632.061 614.096 636.922 595.965 608.631 593.303 588.002 671.022 590.766 598.943 586.890 607.644 580.022 579.735 595.967 627.266 617.713 600.169 588.205 579.803 596.942 600.432 585.151
tests/empty-class.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 77.6795, Thu Oct  5 22:29:53 CEST 2017, 2374.942 313.038 232.874 193.843 176.595 162.732 129.832 137.127 92.546 88.116 , 86.945 82.580 82.200 77.854 80.082 77.003 79.733 78.335 80.075 79.322 79.078 77.505 76.156 74.631 76.317 74.106 76.595 73.651 75.415 73.759
tests/empty-object.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 79.719, Thu Oct  5 22:30:28 CEST 2017, 2360.303 346.405 249.930 216.217 207.678 177.067 176.762 139.757 109.451 86.632 , 85.051 84.252 86.106 83.837 81.275 81.722 85.914 80.639 78.410 78.717 78.357 81.229 79.213 78.205 75.734 77.784 80.150 79.288 77.258 77.452
tests/empty-file.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 61.8315, Thu Oct  5 22:31:02 CEST 2017, 2028.362 298.801 188.230 154.369 136.552 102.862 88.051 80.615 72.512 67.765 , 68.333 68.746 63.415 63.856 64.237 61.837 63.265 62.048 62.783 61.302 62.928 60.381 61.826 60.466 61.509 61.482 60.176 61.745 60.078 61.309
tests/patmatexhaust.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 323.3955, Thu Oct  5 22:35:05 CEST 2017, 5481.547 2212.293 1383.130 1156.664 1200.490 1080.999 1243.606 1024.193 839.912 670.389 643.671 708.539 693.058 451.045 431.436 508.325 562.787 429.558 412.328 386.284 5358.090 1814.773 1854.094 1259.128 978.382 834.836 948.443 697.499 721.024 515.431 515.483 473.389 456.523 450.870 411.187 403.650 382.386 379.306 371.993 489.819 5496.576 1886.994 1670.838 1238.436 1167.321 1283.914 1158.129 1051.736 932.061 852.750 806.708 631.099 537.978 463.299 478.753 479.960 423.224 406.793 429.621 483.561 , 362.620 367.977 366.344 355.681 361.673 408.716 363.092 354.749 354.094 340.706 353.597 335.595 358.261 335.140 328.302 331.863 333.770 329.451 327.918 328.749 320.519 380.267 324.215 365.712 325.397 317.115 320.935 308.817 318.839 306.418 305.723 321.339 302.729 308.259 301.951 301.758 312.815 300.413 298.888 302.522 441.793 354.796 350.388 348.809 363.019 348.933 337.515 338.865 363.864 359.066 332.266 327.802 325.023 319.420 335.862 317.084 312.568 317.514 310.150 310.117 309.933 310.473 311.956 313.174 301.353 317.816 299.612 299.249 318.438 300.085 300.130 303.476 296.780 306.808 308.109 298.190 301.698 307.818 336.572 298.355 388.591 464.342 392.141 429.447 423.085 530.553 374.179 348.872 351.986 426.694 447.318 370.322 338.142 340.582 333.571 340.773 335.204 328.628 328.271 327.002 321.144 321.647 322.051 313.802 314.853 322.576 317.796 318.356 314.081 308.953 316.462 316.513 304.794 310.811 306.077 350.692 318.916 305.781 300.511 304.669
tests/exhaustivity-I.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 190.1915, Thu Oct  5 22:38:44 CEST 2017, 4491.557 1330.555 1003.713 849.126 718.488 766.112 641.171 502.690 478.283 371.040 376.369 395.031 288.213 307.464 335.022 234.352 227.264 234.338 223.261 210.287 3958.301 1209.470 1098.254 698.943 830.724 772.931 698.315 427.834 421.761 332.388 370.371 265.326 290.739 336.233 252.893 245.829 237.206 229.537 226.318 224.226 4077.156 1360.399 1277.855 803.458 709.362 720.039 621.951 407.256 505.016 367.620 414.273 323.652 371.423 281.413 286.951 236.395 224.921 219.228 252.506 278.339 , 217.927 207.284 204.465 209.208 203.522 199.747 205.103 196.165 200.370 195.161 195.289 195.490 195.509 193.864 190.260 189.617 192.587 189.974 195.090 190.227 187.394 190.413 184.200 186.532 184.576 221.141 206.026 203.176 197.704 181.921 180.926 187.684 208.593 180.165 182.761 177.651 181.759 176.620 178.070 176.808 214.504 217.063 220.555 220.352 205.478 210.447 204.979 204.287 205.988 199.225 197.912 195.937 195.387 200.081 190.151 189.862 192.354 188.473 192.423 190.156 189.271 191.518 186.829 188.190 185.711 186.928 183.823 186.590 187.650 184.211 184.259 181.463 180.200 185.300 180.867 182.338 181.970 177.917 180.455 182.064 228.014 207.907 204.785 206.460 197.731 199.476 197.568 192.208 194.874 193.542 197.555 193.030 209.347 196.682 187.482 193.125 185.690 186.242 211.206 214.916 190.637 195.040 183.740 186.228 181.680 178.410 185.660 176.001 180.605 177.102 177.082 175.279 176.394 176.732 174.077 178.351 171.560 171.993 175.163 173.591
tests/exhaustivity-S.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 296.7815, Thu Oct  5 22:42:30 CEST 2017, 4135.091 1275.105 1015.962 745.778 580.710 532.192 527.942 474.484 450.208 380.084 365.276 360.201 351.308 346.575 337.562 337.729 337.244 336.475 331.233 329.427 4148.555 1069.586 732.028 1334.651 871.047 655.478 483.517 414.996 381.527 359.642 389.227 434.891 351.000 329.647 325.038 322.491 323.786 319.104 317.576 313.512 4130.520 1224.772 1055.637 853.831 660.638 650.089 441.243 468.756 365.664 421.677 321.055 309.313 298.962 295.010 291.208 289.366 289.073 285.191 286.336 283.965 , 449.290 343.027 326.133 422.325 340.901 331.838 321.266 320.952 323.830 323.072 315.569 315.067 315.342 314.955 312.369 313.548 313.960 311.879 313.753 314.033 312.044 309.761 309.519 310.083 311.446 310.366 314.098 309.134 308.182 309.710 308.688 307.521 307.657 308.458 306.612 308.326 308.774 308.781 316.387 306.489 311.887 312.901 307.761 308.333 319.778 316.288 306.778 303.504 307.337 320.244 299.194 298.422 299.271 313.009 315.695 301.751 299.210 302.374 293.476 293.513 292.433 293.366 294.854 293.773 291.880 294.253 290.574 293.631 292.543 291.419 289.470 289.443 293.163 292.747 289.664 289.728 288.433 296.877 295.198 289.210 322.497 296.686 278.653 276.609 276.678 293.443 275.024 274.351 278.177 271.700 269.682 269.505 282.168 290.717 273.098 267.997 272.530 266.674 266.232 266.928 265.986 265.514 264.630 264.242 266.968 264.251 265.767 265.482 263.376 263.951 263.470 262.846 267.659 268.050 262.581 262.569 261.878 259.328 261.052 260.375
tests/exhaustivity-T.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 931.547, Thu Oct  5 22:47:35 CEST 2017, 5030.115 2354.922 1557.736 1353.660 1495.215 1194.728 1106.635 1095.598 1071.571 1057.529 1041.834 1037.636 1018.963 1054.795 1077.616 1313.616 1026.461 1028.357 1008.451 984.299 4740.076 2152.052 1658.467 1350.955 1445.647 1252.511 1504.056 1246.891 1332.129 1272.461 1235.062 1195.035 1238.502 1178.713 1148.844 1113.327 1105.446 1132.105 1083.637 1036.921 4823.839 2183.027 1727.721 1349.916 1615.940 1289.715 1118.224 1413.439 1186.149 1045.232 967.759 933.167 940.471 916.345 942.211 888.058 901.580 874.265 868.850 946.787 , 1108.201 1080.479 969.077 952.749 950.828 974.560 956.634 948.035 973.778 951.028 944.727 937.993 933.502 944.807 949.699 931.580 930.225 923.908 925.880 931.110 922.780 938.341 930.602 931.514 924.517 921.772 924.633 930.253 920.501 923.666 920.168 917.303 934.722 923.868 920.989 926.005 926.487 1127.656 938.299 917.385 1027.183 1022.562 1050.082 1207.921 1051.262 1051.924 1022.474 1000.051 1015.593 1003.993 1002.370 997.777 999.557 1038.717 994.111 994.430 1006.702 1030.020 1011.440 1013.070 987.813 1013.200 989.573 983.516 985.685 985.339 987.001 988.395 977.215 985.499 975.095 979.273 980.680 976.478 980.309 978.614 972.910 975.901 971.451 980.642 886.090 873.494 867.064 864.779 853.130 846.096 854.842 843.587 849.691 849.384 840.685 839.901 854.070 839.074 846.285 856.823 836.141 835.489 896.109 863.319 842.489 839.637 837.483 872.815 837.200 835.177 834.180 838.411 830.163 837.162 838.816 833.390 831.388 834.442 838.771 828.956 830.783 829.898 832.487 826.404
tests/exhaustivity-V.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 2376.7295, Thu Oct  5 22:54:56 CEST 2017, 6821.563 3540.552 3133.555 2729.636 3021.144 2829.185 2630.919 2592.148 2580.382 2516.132 2456.743 2447.401 2471.288 2520.691 2542.575 2549.096 2427.871 2425.967 2404.774 2389.461 5913.415 3111.380 2386.916 2534.030 2648.273 2147.240 2038.428 1900.417 1839.086 1813.268 1851.825 1805.523 1908.949 1783.552 1782.803 1793.815 1848.882 1893.356 1942.055 1787.478 6552.417 3664.087 3019.572 3125.536 3201.746 3059.189 3336.366 2986.554 2974.469 2843.542 2797.157 2789.143 2748.611 2730.368 2765.224 2814.633 2762.740 2783.301 2693.579 2682.054 , 2399.117 2391.153 2397.031 2395.941 2394.121 2413.298 2380.642 2371.045 2440.143 2392.741 2388.398 2464.862 2383.247 2370.843 2366.241 2370.225 2376.649 2368.907 2374.404 2376.810 2365.349 2367.081 2365.456 2382.819 2373.711 2378.039 2369.041 2379.306 2371.856 2371.642 2365.076 2368.240 2378.067 2405.178 2387.156 2367.456 2365.960 2363.367 2351.886 2434.320 1752.512 1758.584 1748.977 1799.657 1754.465 1745.740 1739.649 1743.155 1831.950 1765.256 1742.433 1730.214 1734.678 1725.999 1727.580 1721.605 1733.424 1726.950 1723.713 1727.074 1717.662 1725.484 1720.968 1722.860 1718.352 1723.366 1747.838 1742.508 1720.954 1712.308 1719.018 1718.565 1717.727 1754.657 1768.410 1730.967 1754.433 1734.883 1724.666 1726.725 2684.460 2756.132 2714.074 2687.022 2669.568 2681.561 2704.009 2695.007 2709.733 2747.405 2695.207 2706.597 2771.833 2710.211 2739.573 2703.231 2687.725 2707.567 2750.590 2689.102 2682.928 2677.556 2695.236 2683.825 2685.570 2694.795 2701.868 2715.238 2693.419 2698.286 2689.335 2700.816 2685.811 2697.784 2703.081 2689.221 2738.708 2705.280 2684.852 2692.818
tests/implicitNums.scala, 3262, 2017-10-05T19:55:59Z, 61f897c, 809.4245, Thu Oct  5 22:55:53 CEST 2017, 7252.817 3145.731 2056.438 1635.759 1312.377 1071.394 1021.200 961.109 884.657 852.515 , 843.167 840.981 824.775 820.965 815.673 816.346 817.629 811.392 807.375 818.036 800.496 799.548 807.167 796.508 799.176 813.912 798.630 803.886 807.457 801.665
dotty, 3262, 2017-10-05T20:58:53Z, 5eaf651, 35815.3185, Thu Oct  5 23:21:56 CEST 2017, 78042.137 44285.114 38158.788 37331.458 36974.019 37232.603 36331.320 36253.606 36346.514 36304.913 , 36447.882 36009.815 35890.293 36179.647 36849.132 35742.949 36083.620 35786.047 36566.136 35538.680 35715.622 35844.590 36581.391 35296.869 35364.192 35522.830 36379.999 35302.213 35327.615 35662.447
tests/scala-library, 3262, 2017-10-05T20:58:53Z, 5eaf651, 6121.961, Thu Oct  5 23:25:38 CEST 2017, 26898.771 12100.509 9487.496 7619.522 7008.337 6721.315 6587.341 6515.881 6377.678 6300.994 , 6296.237 6264.396 6269.562 6204.908 6171.214 6204.084 6418.105 6115.295 6128.031 6100.606 6076.236 6115.891 6078.964 6088.896 6056.594 6067.892 6096.086 6041.311 6427.273 6491.836
tests/implicit_cache.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 121.965, Thu Oct  5 23:26:14 CEST 2017, 2852.927 609.157 510.929 388.149 338.594 314.430 190.297 181.536 162.223 142.888 , 134.868 130.554 133.094 127.644 132.716 123.665 121.868 123.941 120.041 122.062 120.182 116.711 118.138 115.085 117.435 113.076 123.855 136.886 114.398 113.441
tests/implicit-scope-loop.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 124.601, Thu Oct  5 23:26:50 CEST 2017, 3076.484 727.408 504.625 376.203 319.641 271.499 212.054 191.730 178.594 147.445 , 142.102 141.634 134.314 130.877 130.504 125.111 127.899 128.448 122.430 124.091 137.414 119.572 120.603 120.178 132.756 119.640 115.727 120.618 116.615 116.114
tests/i1535.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 151.1115, Thu Oct  5 23:27:28 CEST 2017, 3500.320 1049.597 771.240 534.514 420.694 352.179 387.261 351.477 323.599 253.666 , 190.616 180.135 176.201 167.946 160.917 158.852 167.173 150.032 158.873 150.383 151.840 153.552 145.144 145.339 146.875 145.400 142.280 145.487 139.892 140.080
tests/i1687.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 98.048, Thu Oct  5 23:28:03 CEST 2017, 2719.308 507.031 466.394 311.776 253.643 205.898 153.561 134.573 123.406 119.736 , 133.826 107.618 104.007 102.935 103.238 109.231 136.855 105.360 105.086 98.453 96.256 97.643 95.245 95.687 94.023 94.294 96.797 94.652 94.993 93.964
tests/Vector.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 600.456, Thu Oct  5 23:31:48 CEST 2017, 7276.636 2783.888 1486.496 1272.816 1311.313 1665.557 1416.119 1132.884 1433.454 1066.308 968.018 830.998 803.713 761.244 841.416 906.423 702.469 682.558 665.118 793.386 7556.369 2288.506 2372.016 1994.798 1872.217 1642.458 1135.864 926.806 886.453 886.265 847.273 898.591 769.748 781.319 689.896 657.199 645.349 688.962 643.717 643.994 6951.587 2619.156 2049.753 2108.241 1863.838 1089.027 1042.615 975.730 1159.545 1308.132 972.310 1035.882 1077.909 783.898 701.087 687.288 692.762 776.131 723.098 675.135 , 742.619 643.232 632.672 639.272 613.369 609.179 624.119 604.127 599.000 593.873 626.356 606.801 601.350 615.234 608.788 644.530 587.842 598.967 581.719 576.320 594.188 575.537 573.469 585.700 608.779 576.069 579.127 582.464 571.601 567.095 651.561 619.315 628.327 611.952 629.128 630.659 617.546 614.855 602.232 603.179 608.305 593.900 598.287 594.208 599.771 596.056 585.945 592.465 579.466 580.790 593.755 588.065 584.034 588.188 576.732 576.685 635.134 594.824 577.870 577.871 647.394 651.925 659.688 641.955 630.888 617.551 623.943 617.689 614.420 617.074 593.886 601.433 601.585 628.687 624.926 590.116 601.141 611.651 583.658 692.484 574.533 574.970 591.173 587.991 587.171 580.624 605.431 575.346 576.977 589.132
tests/empty-class.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 79.507, Thu Oct  5 23:32:22 CEST 2017, 2324.925 380.552 237.641 179.025 164.169 191.778 176.536 115.844 94.593 87.851 , 83.769 85.056 84.896 80.146 82.790 80.029 81.722 80.328 79.820 79.194 77.993 77.971 76.096 77.004 88.030 76.446 76.304 77.983 77.020 75.948
tests/empty-object.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 78.978, Thu Oct  5 23:32:57 CEST 2017, 2315.950 311.166 268.485 203.190 182.082 172.443 156.872 113.968 107.803 96.479 , 86.952 81.757 85.220 80.714 81.506 79.990 88.237 82.876 81.116 79.238 78.337 78.718 76.579 78.050 77.085 77.436 78.617 78.181 76.344 76.061
tests/empty-file.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 61.265, Thu Oct  5 23:33:31 CEST 2017, 1986.893 298.211 241.348 209.077 174.502 152.678 123.301 93.503 70.377 66.267 , 67.633 64.572 62.523 63.312 61.504 62.376 60.639 62.914 61.026 64.126 61.797 59.337 60.805 58.915 60.361 58.577 61.791 59.779 58.640 59.571
tests/patmatexhaust.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 322.762, Thu Oct  5 23:37:29 CEST 2017, 5141.947 1611.910 1308.115 1527.467 1156.071 936.564 874.450 695.355 603.782 542.062 503.814 564.410 528.861 625.878 454.101 416.081 385.602 374.568 379.660 362.483 5393.715 2147.638 1504.104 1443.629 1087.646 1173.414 760.228 710.773 870.444 597.755 658.382 546.657 665.246 615.096 553.259 493.453 387.994 403.882 366.969 374.151 5469.174 1742.449 1492.273 1561.163 1149.364 908.206 756.384 676.173 655.212 608.537 569.248 504.127 484.113 454.088 442.083 422.887 430.206 495.286 410.426 389.603 , 360.061 366.970 354.230 356.384 443.774 420.960 399.661 339.417 334.148 367.511 326.988 323.757 319.832 328.510 322.556 313.077 313.308 312.435 312.021 307.441 341.447 336.943 358.705 337.596 363.950 325.188 302.840 297.889 294.985 348.118 300.850 291.777 303.518 304.744 303.184 295.640 284.521 305.999 308.624 309.943 349.534 457.406 378.460 407.989 465.446 352.283 340.647 329.657 329.021 328.395 323.901 314.761 319.956 311.895 342.843 323.499 311.959 314.777 306.645 308.161 311.622 301.275 302.631 306.157 305.318 301.872 304.114 293.888 321.088 315.876 288.793 295.605 288.966 286.891 294.370 286.801 294.692 295.420 310.186 285.973 393.589 369.333 365.894 361.051 366.172 421.740 357.262 342.533 352.068 339.471 339.400 337.684 348.685 375.349 341.345 333.984 328.752 325.713 353.919 379.453 323.347 420.386 359.000 318.849 334.757 322.968 316.114 318.637 311.680 339.294 314.564 326.202 301.074 309.687 303.152 307.001 313.149 297.656 299.783 296.153
tests/exhaustivity-I.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 191.388, Thu Oct  5 23:41:08 CEST 2017, 3916.173 1368.943 1095.736 960.602 697.427 497.125 443.948 514.697 387.369 306.336 417.308 375.176 276.472 284.726 243.441 239.463 237.798 222.403 216.360 214.177 4364.276 1569.743 1218.497 1020.948 869.522 632.270 670.647 606.158 526.100 468.558 348.754 402.453 389.633 311.398 258.752 252.537 298.760 223.425 221.148 211.467 4257.325 1270.181 1232.451 794.053 769.211 610.410 494.707 381.207 345.822 448.580 369.928 325.303 370.356 311.127 333.449 239.303 227.314 251.644 213.547 210.595 , 212.493 207.301 237.252 248.201 228.230 224.334 205.635 199.548 196.949 206.196 202.559 198.027 194.560 197.924 191.326 194.869 191.946 194.976 192.088 191.450 191.839 191.563 189.819 211.867 188.715 187.486 197.000 192.410 182.922 182.165 184.159 180.117 196.216 182.619 179.509 180.975 177.866 180.240 179.032 178.844 207.908 228.093 205.287 200.895 204.258 217.361 210.427 234.705 194.336 194.777 191.052 190.743 190.443 197.135 191.088 185.260 185.888 189.464 186.620 192.601 188.600 190.400 186.279 185.575 182.968 182.501 184.306 179.687 178.536 184.070 177.054 179.595 174.383 175.847 178.048 175.249 176.604 174.436 174.881 174.698 223.731 207.861 232.762 205.605 201.408 198.809 194.416 193.422 201.583 195.475 197.887 197.008 192.824 195.300 190.645 195.639 190.455 189.754 194.620 191.266 202.544 214.325 185.805 187.163 185.692 192.239 195.313 182.214 182.629 180.062 197.687 200.932 221.082 182.633 178.994 182.761 185.896 178.930 181.156 176.822
tests/exhaustivity-S.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 335.1895, Thu Oct  5 23:44:56 CEST 2017, 4277.002 1590.769 1036.275 678.458 577.981 654.822 523.214 542.613 591.987 443.283 429.117 422.816 427.487 454.450 407.416 407.339 432.777 393.698 389.548 390.721 4100.498 1194.589 824.379 837.484 609.808 647.227 449.259 507.667 401.122 379.711 374.231 354.347 382.208 362.718 346.423 342.122 356.574 350.948 340.943 338.575 4109.940 1275.734 1077.116 742.314 584.463 848.528 754.912 535.836 517.841 518.202 436.635 372.310 391.685 362.258 355.702 356.331 344.546 347.966 353.529 345.987 , 384.247 388.559 387.135 384.458 380.780 387.474 380.112 378.620 382.496 389.056 392.613 375.171 375.481 380.500 378.501 374.228 370.242 380.833 376.129 376.771 371.014 370.857 371.951 367.804 369.028 371.206 375.589 400.719 414.709 374.784 367.435 365.785 369.177 368.217 365.009 365.169 367.198 366.868 364.369 366.815 339.850 342.318 335.356 328.628 341.185 336.121 325.965 325.678 324.336 334.534 323.103 342.884 319.403 316.931 316.091 317.429 316.469 315.817 314.291 324.676 315.892 314.584 324.917 311.818 311.425 311.992 324.080 311.728 311.241 309.368 309.795 310.421 309.456 310.170 311.262 309.530 310.681 308.282 307.430 307.054 342.843 339.286 340.677 339.607 345.281 341.702 336.366 336.932 339.262 335.023 334.061 331.898 330.922 330.840 330.387 327.209 338.770 326.595 329.114 325.180 336.727 340.467 349.681 329.314 341.996 324.056 323.605 323.073 323.241 323.355 329.079 327.477 320.922 320.043 322.163 319.416 319.387 318.847 319.604 320.817
tests/exhaustivity-T.scala, 3262, 2017-10-05T20:58:53Z, 5eaf651, 943.314, Thu Oct  5 23:49:41 CEST 2017, 4879.238 2374.063 1851.759 1899.254 1622.974 1475.964 1355.884 1479.436 1151.785 1120.856 1061.903 1055.119 1040.502 1097.742 1094.714 1010.948 1014.920 1008.305 1003.218 988.905 5017.522 1880.807 1466.481 1359.419 1592.686 1426.810 1477.670 1319.406 1287.384 1245.102 1429.269 1138.515 1023.285 999.646 1039.201 1031.187 1082.345 1013.576 961.041 953.426 5078.601 2147.461 1584.111 1678.965 1810.498 1415.630 1408.321 1241.181 1517.957 1186.746 1182.673 1160.317 1222.518 1088.474 1139.613 1160.341 1187.815 1136.704 1069.752 1060.556 , 984.721 976.651 965.799 965.094 967.215 967.061 969.064 957.586 1121.731 983.290 990.830 1063.157 975.601 974.313 1154.230 946.924 1000.852 940.634 939.211 942.386 935.789 936.936 945.425 934.116 939.701 937.158 933.450 939.452 937.849 944.835 936.322 935.935 928.672 939.029 937.071 929.146 932.112 929.739 928.481 929.635 942.638 943.990 938.906 935.756 935.166 938.390 934.689 929.776 924.809 934.773 930.592 926.303 924.867 929.640 921.921 921.327 915.615 921.364 916.660 920.290 926.288 922.851 914.505 913.952 920.914 915.930 914.161 907.730 912.846 907.729 909.449 909.880 915.886 928.369 908.006 914.288 911.032 906.732 907.739 908.715 1056.288 1100.640 1048.141 1079.534 1053.352 1043.477 1036.778 1029.957 1097.177 1085.056 1030.963 1043.978 1031.032 1266.540 1043.002 1031.899 1077.226 1025.324 1050.867 1045.835 1035.306 1031.676 1018.811 1027.935 1211.536 1036.051 1016.668 1081.753 1017.339 1017.792 1057.759 1011.063 1146.403 1032.843 1021.229 1007.852 1014.937 1013.617 1008.875 1008.689
