dotty, 3216, 2017-10-01T08:18:38Z, be01457, 38611.7745, Sun Oct  1 10:43:01 CEST 2017, 77917.790 45907.031 41911.564 40066.368 40077.684 39184.416 39311.803 38981.980 38844.419 38950.212 , 38790.126 38912.730 38917.422 38626.314 38717.089 38744.181 39570.663 38787.840 38662.358 38525.557 38412.993 38543.380 38556.777 38448.596 38597.235 38513.466 38648.945 38421.476 38464.337 38485.324
dotty, 3216, 2017-10-01T10:19:02Z, 128afcc, 39339.676, Sun Oct  1 12:44:00 CEST 2017, 82185.709 45939.337 41436.021 40754.847 40375.043 39810.811 39679.880 39829.321 39623.789 39579.503 , 40038.544 39644.201 39511.679 39393.861 39243.318 39472.281 39482.864 39342.506 39322.567 39435.848 39088.658 39336.846 39666.063 39303.125 39308.319 39249.060 39246.019 39419.933 39139.139 39170.842
tests/scala-library, 3216, 2017-10-01T10:19:02Z, 128afcc, 6218.8875, Sun Oct  1 12:47:43 CEST 2017, 25502.322 11461.053 8923.903 8371.860 7209.697 6989.160 6880.159 6612.151 6508.157 6444.532 , 6386.323 6466.833 6858.945 6604.953 6274.958 6245.219 6220.631 6198.234 6209.398 6217.144 6204.741 6251.064 6371.556 6273.541 6171.526 6188.126 6145.753 6161.839 6174.935 6138.865
tests/implicit_cache.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 124.0585, Sun Oct  1 12:48:19 CEST 2017, 2945.522 519.784 409.157 348.649 304.160 279.045 254.534 227.739 200.143 142.303 , 144.333 138.077 132.853 144.808 129.911 129.840 126.785 137.677 124.585 123.532 122.804 119.380 126.214 118.107 117.211 117.151 117.147 115.894 118.420 116.388
tests/implicit-scope-loop.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 130.15, Sun Oct  1 12:48:56 CEST 2017, 3035.611 633.657 611.720 477.479 375.865 258.636 205.344 212.291 215.602 181.828 , 189.539 156.928 156.407 145.906 137.975 134.746 130.860 129.440 131.358 127.634 125.995 137.015 126.190 122.454 136.700 123.253 120.877 121.712 120.966 121.612
tests/i1535.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 162.2395, Sun Oct  1 12:49:35 CEST 2017, 3607.769 845.528 564.580 564.757 520.712 395.649 406.569 379.408 353.541 323.984 , 303.644 190.765 182.180 200.290 200.149 167.153 164.116 165.925 161.664 163.568 156.661 157.243 155.866 156.633 154.540 153.218 162.815 158.147 153.225 153.737
tests/i1687.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 107.5015, Sun Oct  1 12:50:11 CEST 2017, 2847.492 623.703 387.086 336.458 286.108 237.233 207.625 200.208 137.720 131.785 , 117.461 112.997 112.267 109.670 118.063 110.691 106.717 108.943 105.461 108.286 112.958 102.830 99.766 101.937 105.244 109.607 101.626 100.333 100.467 97.714
tests/Vector.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 624.233, Sun Oct  1 12:54:00 CEST 2017, 7179.985 2518.457 1762.089 1478.295 1683.993 1378.674 1173.820 1041.348 1217.506 931.993 802.086 776.861 733.566 731.561 850.980 687.837 680.362 683.490 662.635 650.159 7837.135 2498.887 2014.771 2254.816 1457.272 1306.075 1316.953 1128.209 1619.121 1066.370 1163.233 1155.354 932.439 863.865 830.315 777.687 756.791 797.336 899.848 805.098 7944.841 2161.545 2474.654 1637.640 1373.858 1798.002 1476.293 1492.787 1081.603 1053.018 1061.649 777.092 752.202 721.307 726.538 706.157 682.168 678.939 676.269 684.704 , 641.897 667.112 677.038 645.105 628.561 619.512 618.486 624.431 618.855 600.573 604.599 604.589 599.360 597.244 598.459 592.454 606.144 600.407 590.666 594.207 589.376 588.962 595.395 601.631 588.604 589.298 589.332 597.190 585.058 584.674 712.710 682.951 687.626 792.195 1026.401 802.972 699.546 668.640 653.498 639.025 646.796 632.965 668.694 653.402 624.035 646.247 625.577 621.675 635.706 709.865 670.211 615.397 638.366 628.804 697.015 741.258 611.946 629.316 615.629 613.794 670.445 668.939 671.194 661.969 658.608 680.824 671.913 691.313 670.738 627.513 619.604 620.708 629.106 641.684 616.132 620.700 616.005 634.785 676.456 611.851 603.065 613.204 610.098 617.995 612.326 598.354 600.977 617.198 604.079 656.114
tests/empty-class.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 80.297, Sun Oct  1 12:54:35 CEST 2017, 2527.804 333.815 350.792 272.232 226.909 207.150 182.842 130.810 112.028 121.321 , 87.621 84.886 83.904 84.253 84.138 81.581 85.373 81.064 79.353 79.485 81.196 80.339 80.255 77.087 78.030 77.294 77.515 76.003 77.342 76.250
tests/empty-object.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 83.4245, Sun Oct  1 12:55:10 CEST 2017, 2711.741 340.700 335.765 263.982 219.039 173.022 136.339 118.031 95.982 90.571 , 88.729 86.651 87.414 84.342 85.086 84.385 92.262 83.052 83.373 82.515 82.284 81.671 80.907 82.128 89.616 83.476 80.115 86.443 80.754 78.567
tests/empty-file.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 62.9755, Sun Oct  1 12:55:45 CEST 2017, 2164.687 257.960 237.789 197.771 168.366 138.693 90.676 74.184 70.487 68.333 , 67.823 67.229 65.976 64.068 64.714 64.256 63.959 68.364 62.944 63.007 63.204 62.569 62.441 62.348 62.464 62.310 62.282 62.110 62.243 62.426
tests/patmatexhaust.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 329.0265, Sun Oct  1 12:59:45 CEST 2017, 5406.523 2205.309 1566.194 1296.042 867.346 742.390 902.530 690.891 599.487 576.591 555.870 498.333 461.622 437.275 466.500 413.433 390.965 394.866 378.525 376.919 5711.291 2299.869 1756.369 1486.854 1247.475 802.140 756.593 732.464 669.160 744.155 648.728 551.415 507.274 599.442 564.437 471.873 410.867 412.876 383.393 366.366 5241.367 2098.495 1411.875 1347.118 1084.559 1035.371 771.700 817.720 810.831 837.131 757.509 739.507 690.255 583.080 447.814 442.085 411.556 457.699 389.651 391.793 , 367.791 368.513 386.582 365.738 352.618 342.391 349.573 341.888 336.457 344.218 339.871 330.614 328.514 324.147 346.434 318.072 317.118 313.276 316.832 324.469 311.688 311.765 308.835 335.959 313.958 308.982 414.723 318.387 327.796 308.871 320.216 313.077 310.866 298.334 306.410 308.382 331.338 308.384 310.027 318.827 502.884 382.714 359.101 365.004 367.012 367.923 358.368 358.846 421.365 399.352 341.462 339.440 333.786 335.555 337.727 338.213 325.972 326.239 331.947 325.839 327.279 320.631 322.990 369.543 325.985 336.983 341.136 317.433 313.226 311.368 310.858 323.212 321.336 319.603 309.560 339.520 347.149 321.910 304.289 303.642 390.662 368.441 372.431 366.215 363.185 362.515 355.080 375.308 410.244 346.345 337.998 348.089 336.389 327.736 343.759 332.247 337.465 336.232 329.539 326.109 330.137 326.729 324.345 318.334 327.484 339.580 313.975 308.910 308.906 304.329 306.646 339.398 375.551 317.004 308.490 305.897 311.549 301.327 304.577 303.710
tests/exhaustivity-I.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 201.196, Sun Oct  1 13:03:25 CEST 2017, 4231.924 1655.165 886.813 736.333 760.532 474.616 567.247 389.542 342.818 425.419 412.356 405.595 305.367 274.160 302.508 247.633 239.879 297.521 223.364 226.057 4223.199 1244.666 1077.383 791.846 608.839 560.876 443.616 492.308 438.564 419.866 357.963 315.373 271.502 267.057 302.624 259.390 237.484 228.855 280.562 294.297 4232.998 1567.609 1243.771 1028.842 698.763 762.526 660.488 409.551 452.595 394.798 314.251 283.732 272.767 269.579 264.907 272.687 235.421 229.336 271.165 224.715 , 254.305 221.104 215.032 214.468 217.228 211.114 212.991 207.305 202.309 226.778 214.295 201.630 199.368 198.412 199.286 198.136 198.586 200.222 199.476 201.422 251.496 200.372 199.940 193.598 193.188 191.912 207.408 196.087 191.834 190.222 188.674 188.047 188.132 189.032 194.369 188.669 184.995 185.445 187.286 207.173 234.382 210.867 211.594 214.580 212.409 208.214 209.742 206.345 204.833 205.200 205.684 210.505 203.112 201.941 200.087 204.348 197.756 197.884 212.711 212.580 246.911 304.758 299.075 248.611 196.129 191.515 194.179 261.260 224.505 193.613 196.526 189.584 187.182 186.651 188.525 191.307 188.155 188.061 185.783 185.506 214.367 214.565 211.480 208.900 211.588 205.845 207.474 205.024 202.132 214.990 212.972 200.867 201.356 198.258 200.309 197.796 197.564 196.474 201.036 210.277 265.897 235.427 295.181 230.239 220.032 245.381 250.958 237.232 196.032 195.370 188.471 184.756 194.756 186.466 186.475 188.933 186.712 184.171 184.777 184.658
tests/exhaustivity-S.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 316.661, Sun Oct  1 13:07:19 CEST 2017, 4430.518 1356.027 804.896 660.732 526.454 497.274 450.062 512.398 444.644 372.580 368.954 354.042 346.860 340.108 334.983 331.901 338.360 330.704 343.371 324.294 4193.682 1133.152 1060.888 951.725 841.968 785.035 669.607 563.981 521.221 415.874 393.222 375.411 371.177 362.353 354.647 352.863 349.736 351.049 343.822 385.016 4635.310 1240.142 727.038 1077.882 845.531 574.067 532.368 421.052 396.313 461.537 636.469 403.380 367.651 343.419 340.863 341.505 335.110 328.401 327.292 357.636 , 323.496 319.359 330.995 318.049 319.126 314.419 314.416 316.274 311.668 316.788 311.826 310.811 310.193 309.096 309.081 307.671 309.356 313.094 311.265 307.417 305.682 322.596 305.929 308.005 305.357 303.578 313.662 305.634 304.491 306.255 372.695 381.482 307.429 303.860 311.947 314.893 370.614 327.010 304.844 301.842 355.639 360.308 351.096 356.340 344.304 336.959 336.094 331.286 342.795 351.686 334.880 330.887 329.902 331.592 347.762 335.544 325.520 323.395 324.007 328.973 346.857 322.129 326.596 322.925 321.596 324.995 328.736 319.623 320.523 319.057 319.354 319.208 321.070 320.986 316.534 322.777 359.667 317.816 317.878 318.776 329.074 322.015 329.736 327.245 322.601 322.580 316.497 323.432 320.671 314.459 312.653 313.314 311.448 311.512 309.250 316.354 307.922 309.683 310.137 308.147 307.500 307.181 307.271 307.341 306.130 308.955 309.638 309.625 304.765 310.431 303.255 307.061 304.514 303.780 320.245 307.108 304.105 303.605 306.751 318.299
tests/exhaustivity-T.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 869.0445, Sun Oct  1 13:12:21 CEST 2017, 5450.216 1961.159 1487.155 1312.229 1389.726 1175.465 1480.418 1293.045 1238.634 1208.675 1177.816 1169.789 1175.161 1124.485 1213.633 1002.531 1016.046 1369.758 1040.020 1051.523 4995.027 2136.471 1481.853 1312.560 1240.146 1107.994 1021.238 1032.717 1006.936 972.170 938.176 1174.936 964.156 931.345 874.470 1008.093 869.174 846.885 841.398 905.447 5136.095 1810.118 1526.099 1270.572 1378.613 1290.008 1214.137 1163.452 1101.090 1089.509 1068.278 1059.532 1071.890 1052.375 1010.450 1024.170 1268.574 1020.599 1216.288 953.902 , 967.665 961.782 960.946 955.818 950.473 982.749 1002.654 1013.047 988.854 968.789 941.061 940.449 956.194 1189.100 935.934 930.933 939.957 939.553 944.916 930.812 932.161 924.342 950.780 929.964 935.014 923.882 937.599 976.896 940.631 927.130 924.265 919.438 930.848 924.779 921.559 941.273 918.683 922.278 919.367 920.406 882.156 834.658 828.857 827.260 823.651 818.553 822.573 824.848 818.203 847.388 842.258 822.976 819.938 1056.406 824.449 848.443 820.197 817.362 808.800 809.386 823.032 806.495 811.873 818.122 914.197 805.847 810.548 802.174 801.508 828.601 1039.227 800.652 797.787 872.512 803.395 802.592 806.448 798.432 800.956 802.047 898.325 889.540 883.521 890.080 876.264 877.451 874.399 880.536 873.815 866.590 1012.622 879.692 863.079 858.956 854.979 858.688 859.440 876.920 851.828 859.715 869.841 879.300 856.723 848.131 859.505 868.248 858.865 844.797 853.094 862.510 848.274 844.690 847.259 874.991 841.680 845.746 844.212 843.638 843.798 847.438
tests/exhaustivity-V.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 2359.584, Sun Oct  1 13:19:59 CEST 2017, 6820.478 3042.124 2622.725 2500.129 2917.738 2426.929 2335.503 2217.263 2155.670 2226.633 2189.400 2105.559 2107.334 2173.471 2182.049 2135.421 2094.625 2092.336 2086.223 2071.075 7208.248 3524.345 3103.335 2887.532 3060.521 2674.290 2633.097 2513.612 2509.933 2478.085 2444.896 2418.993 2421.434 2394.740 2398.011 2450.349 2399.451 2644.915 2504.513 2440.121 6910.590 3857.216 3220.837 3035.240 3203.030 2917.867 2949.103 2846.436 2903.273 2785.103 2749.842 2801.323 2805.368 3130.634 2704.728 2671.862 2656.205 2663.667 2660.328 2647.179 , 2063.973 2058.181 2073.492 2093.365 2084.288 2143.886 2067.115 2072.598 2063.716 2061.881 2051.967 2069.282 2036.600 2045.638 2057.451 2059.582 2104.497 2066.877 2081.142 2112.791 2700.425 2036.577 2036.209 2036.466 2056.222 2033.146 2094.118 2068.360 2065.042 2039.257 2033.994 2035.091 2050.314 2027.226 2049.244 2050.563 2176.581 2032.153 2036.605 2074.486 2439.260 2446.941 2380.301 2367.136 2381.777 2432.246 2390.016 2360.663 2356.471 2345.647 2344.295 2350.675 2358.505 2346.143 2342.436 2344.387 2356.023 2353.989 2351.337 2415.867 2387.195 2338.095 2357.231 2362.109 2350.321 2345.658 2880.432 2375.952 2344.330 2337.577 2336.521 2362.971 2391.772 2362.550 2350.303 2376.167 2349.516 2368.456 2403.551 2355.241 2649.614 2899.880 2637.818 2646.268 2661.392 2711.786 2853.200 2651.388 2635.598 2678.407 2645.947 2651.440 2628.598 2620.849 2632.837 2617.769 2621.891 2680.829 2625.270 2612.579 2613.841 2606.762 2615.822 2612.349 2619.305 2610.089 2617.208 2619.967 2612.066 2632.757 2610.026 2649.735 2605.979 2609.741 2633.388 2605.408 2632.503 2619.062 2620.992 2601.038
tests/implicitNums.scala, 3216, 2017-10-01T10:19:02Z, 128afcc, 955.488, Sun Oct  1 13:20:55 CEST 2017, 7660.255 3172.592 2220.259 1942.960 1256.345 1248.594 1035.822 1188.764 1181.974 1194.468 , 1086.038 1070.424 1039.518 983.135 1064.504 1049.749 1013.155 927.764 1124.953 1182.988 921.063 914.765 912.354 981.123 929.853 904.572 903.862 905.468 900.423 919.798
