dotty, 3393, 2017-10-26T18:48:28Z, 32b4e1c, 33737.04, Thu Oct 26 21:10:31 CEST 2017, 75377.741 41688.811 36523.800 36049.211 36855.163 33976.863 34480.456 34312.798 34365.653 34654.223 , 33675.240 33871.685 34081.881 34606.686 33663.334 33692.315 34061.987 34557.234 33359.965 33974.570 33781.765 34493.563 33116.279 33369.934 33611.315 34334.897 33259.047 33267.889 33601.941 34289.846
tests/exhaustivity-V.scala, 3393, 2017-10-26T20:46:01Z, 32b4e1c, 1893.701, Thu Oct 26 23:41:37 CEST 2017, 5454.045 3045.193 2416.260 2112.194 2216.682 2116.187 2064.843 2049.481 2011.328 1997.872 1982.740 1975.612 1958.876 1942.975 1946.366 1934.169 1928.411 1925.506 2015.711 1992.306 5320.541 2666.042 2390.845 2441.839 2502.829 2320.435 2146.942 2054.764 2144.779 2168.879 2026.246 2045.808 2209.164 2079.350 2035.158 2044.071 1978.868 1985.531 1958.001 1984.250 5285.512 2330.056 2116.210 2141.294 2078.214 1920.556 2283.539 1821.829 1780.757 1751.382 1775.782 1784.486 1747.700 1714.449 1698.193 1678.166 1676.312 1697.434 1801.717 1719.443 , 1923.769 1909.624 1897.236 1906.746 1895.209 1923.038 1903.033 1905.263 1922.702 1915.810 1902.473 1903.455 1880.829 1885.935 1897.956 1887.802 1893.930 1880.603 1900.896 1875.191 1880.242 1877.449 1897.109 1895.340 1891.823 1917.673 2364.711 1897.245 1884.060 1888.727 1886.990 2157.424 1909.746 1874.980 1884.658 1880.910 1876.080 1873.335 1875.193 1871.447 1929.940 1943.601 1927.720 1903.147 1909.349 1908.132 1898.175 1894.874 1895.877 1921.407 1899.664 1900.861 1910.601 1911.242 1913.639 1918.553 1915.491 1916.669 1905.821 1916.907 1898.609 1919.254 1900.221 1911.627 1895.577 1903.036 1912.237 1895.839 1898.920 2109.690 1900.688 1894.981 2165.526 1897.136 1897.999 1903.137 1900.423 1893.472 1889.256 1900.297 1676.309 1681.520 1652.857 1678.750 1665.060 1645.550 1642.750 1652.899 1731.532 1659.517 1641.482 1658.808 1660.180 1659.457 1671.041 1640.112 1642.711 1633.090 1643.389 1629.240 1624.814 1626.461 1645.634 1629.306 1626.021 1635.776 1811.663 1666.020 1641.246 1659.249 1643.465 1645.509 1629.057 1633.702 1630.297 1632.093 1628.890 1626.744 1616.520 1686.691
tests/implicitNums.scala, 3393, 2017-10-26T20:46:01Z, 32b4e1c, 770.998, Thu Oct 26 23:42:34 CEST 2017, 7279.945 2759.215 2815.713 1405.445 1626.009 1051.528 956.836 887.389 843.470 826.784 , 810.326 794.742 791.654 774.069 775.756 778.751 844.410 783.476 823.792 799.837 758.780 764.990 763.782 757.034 767.927 754.356 753.900 764.012 755.591 763.336
tests/scalapb, 3393, 2017-10-26T20:46:01Z, 32b4e1c, 7174.5375, Thu Oct 26 23:47:00 CEST 2017, 28900.793 13540.598 10925.826 9220.776 8229.096 7832.102 7770.721 7622.131 7562.838 7521.490 , 7482.265 7315.973 7381.144 7293.626 7262.853 7251.759 7231.967 7190.429 7150.146 7154.605 7212.944 7211.974 7139.787 7130.404 7143.523 7147.040 7137.381 7130.356 7143.396 7158.646
dotty, 3393, 2017-10-27T16:52:30Z, a7c34ec, 33339.377, Fri Oct 27 19:14:24 CEST 2017, 77567.208 40206.846 35538.098 35125.095 34653.945 34538.590 34017.176 33843.477 33684.588 33835.099 , 34237.107 33726.581 33529.508 33502.566 33438.545 34187.340 33779.849 33151.635 33240.209 33726.744 33157.730 33222.009 33127.649 33875.667 33009.110 33031.589 33100.548 33887.853 32923.309 32898.196
tests/scala-library, 3393, 2017-10-27T16:52:30Z, a7c34ec, 5766.6155, Fri Oct 27 19:17:52 CEST 2017, 25701.405 11940.488 8109.398 7150.469 6498.687 6259.919 6164.014 6416.327 6095.403 5938.006 , 5967.085 5890.232 6003.490 5857.191 5768.359 5862.312 5905.492 5754.144 5782.293 5760.205 5751.629 5788.163 5764.872 5764.028 5713.631 5881.818 5704.158 5689.841 5688.899 5738.560
tests/implicit_cache.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 119.5095, Fri Oct 27 19:18:29 CEST 2017, 2827.260 703.182 535.163 450.897 390.548 346.541 294.722 180.206 157.544 209.725 , 158.642 132.958 131.718 125.138 122.190 125.492 119.267 121.577 119.389 119.961 118.288 115.304 132.817 119.630 115.542 112.993 111.871 114.050 111.390 113.266
tests/implicit-scope-loop.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 125.4465, Fri Oct 27 19:19:04 CEST 2017, 2828.868 560.776 422.404 372.539 346.788 349.718 289.825 203.972 149.754 154.896 , 145.633 149.853 132.245 145.506 127.451 128.922 127.797 138.300 123.262 121.353 125.268 120.771 125.625 121.062 145.750 118.910 116.141 116.840 114.562 118.058
tests/i1535.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 152.5575, Fri Oct 27 19:19:41 CEST 2017, 3353.301 1002.238 603.886 514.991 506.200 407.786 243.304 232.341 261.528 266.251 , 219.061 189.148 168.114 203.426 169.047 154.225 152.482 153.021 148.341 151.643 171.695 162.096 144.185 144.524 152.633 143.775 144.459 138.505 137.865 141.242
tests/i1687.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 99.889, Fri Oct 27 19:20:16 CEST 2017, 2649.351 443.164 342.602 351.629 316.546 190.086 184.041 120.499 115.485 112.404 , 105.656 105.447 104.557 103.131 102.750 104.654 101.006 104.076 98.772 98.190 97.310 95.145 96.502 95.466 109.277 102.372 94.100 93.524 91.121 95.895
tests/Vector.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 551.6335, Fri Oct 27 19:23:48 CEST 2017, 7822.267 2570.665 1981.116 2004.402 1642.619 1456.669 1047.633 1097.839 1124.063 775.337 730.589 788.666 658.777 702.235 778.199 741.696 619.580 612.208 583.806 571.502 7043.028 2321.027 2214.906 1473.053 1240.484 1317.676 963.750 875.222 1015.319 900.434 812.558 729.098 721.232 850.040 704.502 645.711 657.997 643.213 621.077 637.068 7947.367 2966.310 2025.106 1357.371 1324.348 1285.042 1471.998 1212.205 1027.842 1212.975 1062.482 716.160 1004.417 706.964 654.543 699.171 617.194 607.105 625.899 657.746 , 616.432 690.103 782.835 581.451 570.539 563.800 562.754 556.206 598.951 577.545 555.739 546.135 548.281 562.921 539.577 538.187 553.920 536.490 538.016 540.114 529.151 526.930 530.238 551.575 523.588 542.286 526.556 548.603 523.898 522.955 612.153 635.611 602.664 594.977 583.601 577.610 575.647 595.525 631.992 571.956 555.841 564.940 561.615 558.004 604.400 566.667 551.692 548.810 551.331 536.951 540.240 540.136 553.033 536.760 547.750 535.047 545.452 530.431 529.894 527.977 655.330 641.525 637.432 580.589 576.467 570.474 571.856 556.564 564.433 565.613 542.001 560.107 545.187 550.019 552.496 532.835 535.886 543.347 535.041 528.657 523.305 612.898 539.341 526.511 547.741 543.897 517.318 533.973 553.746 550.988
tests/empty-class.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 78.558, Fri Oct 27 19:24:22 CEST 2017, 2428.206 308.903 224.751 228.565 149.509 181.585 160.084 141.683 112.269 86.368 , 81.670 79.475 81.463 78.813 80.468 77.470 78.303 80.267 79.983 78.139 79.036 77.999 76.221 74.558 79.440 74.337 76.058 73.822 79.629 73.556
tests/empty-object.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 78.391, Fri Oct 27 19:24:57 CEST 2017, 2425.588 351.358 333.546 266.418 223.081 138.136 139.382 101.869 90.465 87.605 , 85.559 83.610 84.264 82.583 82.440 79.414 81.255 78.944 78.361 77.159 78.514 77.104 78.421 76.795 78.275 75.035 75.836 75.128 75.803 74.106
tests/empty-file.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 60.8545, Fri Oct 27 19:25:31 CEST 2017, 1981.599 261.052 177.055 158.883 144.252 119.251 96.621 81.997 99.686 67.616 , 63.347 63.414 63.271 61.508 62.929 61.577 62.326 60.856 61.462 60.002 61.372 60.490 59.282 60.520 59.021 60.853 59.280 60.259 59.916 58.831
tests/patmatexhaust.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 290.398, Fri Oct 27 19:29:23 CEST 2017, 4996.846 1999.604 1564.300 1286.160 1144.847 1145.162 1012.902 919.885 596.906 561.029 662.681 612.939 444.555 413.675 404.104 386.303 383.282 361.879 353.460 423.930 5362.903 1743.559 1723.191 1386.709 1345.024 918.851 779.406 661.606 675.610 710.771 536.924 555.095 611.920 504.723 463.125 512.477 370.818 343.008 339.228 341.705 4865.773 1981.171 1422.825 1452.009 1029.195 937.901 1014.797 893.329 769.503 642.967 573.780 522.092 495.680 441.096 441.595 412.168 354.807 395.706 336.084 338.388 , 342.639 348.868 337.473 335.950 445.071 426.173 324.726 313.245 362.769 355.476 321.094 336.423 303.158 303.199 290.325 289.697 291.151 285.984 294.113 302.724 288.217 288.281 288.143 290.471 280.280 287.977 278.111 278.339 285.174 276.335 277.323 287.068 272.246 273.841 276.633 269.664 276.286 277.677 272.464 275.172 334.026 318.222 324.228 387.380 361.859 321.981 348.012 308.546 301.761 305.355 298.625 295.534 317.304 304.156 293.123 294.095 292.957 286.521 297.476 290.005 293.411 297.983 295.092 287.760 293.419 282.869 279.424 293.197 283.535 280.753 281.556 273.881 279.488 277.468 271.670 299.850 279.429 272.929 274.159 274.671 323.750 409.220 330.142 307.915 308.951 324.296 342.116 305.584 306.646 293.369 294.628 300.161 290.870 290.965 293.715 285.182 287.401 294.058 281.296 288.112 287.727 284.227 280.079 296.204 275.271 272.763 284.561 272.579 271.578 291.534 271.785 286.257 265.959 264.811 273.480 264.234 274.352 269.832 262.576 263.428
tests/exhaustivity-I.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 175.9705, Fri Oct 27 19:32:56 CEST 2017, 3988.417 1262.541 1247.095 1008.053 844.444 727.544 639.726 553.525 365.314 409.523 396.897 330.255 255.792 344.585 270.431 236.925 218.918 212.862 204.746 201.254 3779.894 1102.543 1031.944 782.875 654.864 584.556 518.106 503.171 365.908 315.043 338.019 300.697 270.979 232.061 237.239 219.983 214.114 203.804 197.078 197.254 4164.195 1394.106 1198.093 827.808 668.918 614.055 590.367 433.950 380.074 366.115 294.463 273.363 251.168 238.285 275.612 218.120 210.022 202.186 200.357 201.329 , 211.830 196.337 193.609 202.213 197.932 186.781 194.650 185.345 190.168 185.616 182.684 184.458 179.094 187.277 176.931 177.425 178.972 176.493 187.172 177.779 176.796 178.110 177.951 176.917 173.520 177.409 173.677 172.479 173.145 168.174 168.275 170.112 168.988 169.809 168.348 165.208 166.860 165.284 166.761 165.131 189.989 187.795 189.330 181.624 187.636 180.743 180.690 182.779 178.005 179.470 174.537 174.255 177.833 175.979 181.552 179.965 174.388 182.464 172.754 175.821 169.719 169.389 172.622 168.459 170.356 164.968 165.468 167.239 164.949 167.303 164.855 165.429 163.006 163.461 164.583 162.647 164.101 163.146 164.835 162.010 196.041 191.381 192.436 186.884 185.172 185.811 181.682 185.426 179.920 178.659 183.750 177.852 180.195 176.458 193.666 181.245 179.325 184.654 176.199 175.808 175.962 171.689 175.677 172.200 171.613 170.846 166.985 176.850 166.524 166.892 170.329 168.049 167.583 164.407 166.606 165.152 165.001 167.193 164.872 166.723
tests/exhaustivity-S.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 284.2965, Fri Oct 27 19:36:37 CEST 2017, 3876.112 1106.701 712.358 744.208 590.757 463.575 506.833 551.416 430.421 324.319 310.817 298.444 293.848 286.861 285.471 280.344 280.855 286.119 277.954 275.876 3942.544 1628.390 810.499 809.685 537.778 567.743 411.591 384.120 473.968 383.996 338.204 341.812 330.357 325.544 320.011 317.265 365.117 317.402 316.114 314.230 3997.986 1260.063 764.212 609.816 584.255 522.795 513.032 445.874 360.389 342.808 330.154 329.243 327.214 326.021 308.558 321.238 320.002 301.329 299.074 297.017 , 294.519 277.602 275.595 271.641 273.905 271.857 268.116 269.350 268.734 266.245 267.883 265.201 264.533 264.871 263.958 265.941 267.330 261.566 262.990 264.776 262.167 263.237 263.157 260.622 261.785 259.432 267.700 261.923 259.924 258.919 262.515 269.917 260.255 259.951 256.897 257.874 256.926 258.563 263.597 256.876 308.306 310.393 304.364 304.684 303.894 303.575 302.517 302.075 301.119 301.881 303.452 299.390 300.096 298.268 302.991 297.244 340.134 298.078 336.260 296.872 294.622 294.984 295.796 293.629 292.945 300.591 294.245 394.596 298.626 290.983 293.184 295.521 291.833 304.900 295.796 294.264 289.591 304.085 296.972 291.094 296.890 315.315 296.149 296.713 310.678 317.600 294.137 297.686 288.219 286.339 285.401 296.351 284.391 283.786 290.855 285.469 297.297 283.790 284.202 281.144 281.429 280.154 280.642 279.900 280.868 279.817 291.747 279.519 279.399 278.759 281.364 285.037 288.057 276.891 274.658 280.124 277.183 276.271 276.756 276.278
tests/exhaustivity-T.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 944.852, Fri Oct 27 19:41:26 CEST 2017, 4948.054 2071.719 1392.634 1263.235 1455.365 1296.323 1221.113 1130.274 1098.524 1146.272 1202.547 1293.002 1256.929 1079.459 1019.230 1005.332 1289.314 999.959 994.573 977.275 4772.581 1872.080 1307.595 1167.416 1319.835 1084.589 1146.658 1041.417 1036.541 1131.220 1227.300 1009.941 974.119 979.024 1021.493 927.781 880.855 872.833 874.279 860.105 5369.759 2577.673 1627.941 1561.964 1499.775 1437.894 1483.527 1370.441 1348.632 1309.603 1301.035 1291.676 1308.882 1304.243 1299.040 1291.494 1236.140 1228.522 1229.586 1229.068 , 1011.722 990.934 962.328 962.960 1014.795 980.679 968.309 978.094 965.696 953.499 1081.370 944.526 945.178 941.651 958.367 956.920 944.153 940.283 943.428 1017.970 938.379 940.163 1023.056 932.565 936.802 937.739 951.172 1043.744 948.376 934.431 934.360 927.000 934.017 937.182 927.746 932.696 927.617 960.728 927.713 923.669 865.091 860.962 852.073 852.741 898.833 904.277 863.695 853.664 843.514 843.508 847.100 852.893 856.774 839.541 844.450 839.411 866.675 865.865 834.170 835.304 834.552 851.273 903.462 836.467 840.220 833.967 835.709 841.829 875.231 830.111 825.953 828.584 830.442 876.477 830.278 828.104 830.052 828.027 825.076 824.238 1211.538 1212.227 1202.902 1200.258 1196.602 1231.426 1205.677 1223.971 1188.489 1187.542 1189.541 1198.304 1183.480 1190.110 1185.404 1183.259 1184.515 1177.295 1220.951 1321.902 1194.052 1181.711 1174.402 1169.826 1167.455 1169.258 1171.541 1209.059 1179.629 1172.502 1165.918 1177.734 1182.416 1189.068 1193.674 1176.263 1175.289 1166.099 1160.164 1161.627
tests/exhaustivity-V.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 1834.302, Fri Oct 27 19:47:30 CEST 2017, 5086.081 2484.367 2299.421 2111.645 2282.198 1900.290 1841.851 1860.583 1844.237 1833.595 1797.569 1785.074 1761.016 1744.605 1711.388 1700.351 1705.147 1701.994 1778.337 1744.528 5356.858 3195.659 2723.938 2458.252 2785.324 2312.140 2307.667 2460.819 2310.668 2390.941 2308.564 2391.388 2153.916 2180.283 2141.906 2134.489 2128.305 2131.265 2144.986 2123.351 5749.584 2614.632 2284.957 2186.195 2123.371 2140.346 2014.188 2034.605 2048.183 1957.575 1950.324 1959.156 1906.413 1893.645 1908.170 1911.630 1992.418 1986.121 1891.195 1871.284 , 1704.110 1730.159 1717.872 1770.734 1681.096 1700.104 1667.714 1687.465 1684.071 1703.252 1681.473 1666.381 1685.118 1674.761 1672.068 1676.667 1672.435 1666.922 1670.343 1662.717 1683.560 1660.684 1663.462 1658.915 1653.699 1655.916 1680.068 1679.364 1687.085 1661.089 1657.460 1667.909 1648.641 1648.247 1647.179 1647.587 1662.128 1647.594 1647.346 1655.990 2115.060 2111.382 2113.387 2116.459 2106.947 2109.789 2110.026 2095.830 2132.948 2098.645 2101.284 2169.466 2094.157 2132.383 2097.512 2093.063 2084.301 2144.978 2081.800 2097.973 2085.602 2088.746 2105.395 2096.541 2085.161 2094.465 2084.794 2080.737 2078.949 2077.982 2078.915 2089.306 2101.235 2110.459 2083.361 2094.863 2119.420 2080.577 2074.831 2075.376 1852.786 1877.968 1866.079 1886.557 1856.561 1853.223 1850.926 1834.357 1835.471 1834.247 1833.910 1865.110 1832.812 1839.590 1839.570 1831.880 1833.313 1840.919 1851.966 1852.408 1823.290 1826.041 1861.586 1827.448 1832.071 1824.318 1861.721 1833.012 1824.549 1827.514 1941.009 1821.240 1816.592 1831.504 1828.458 1840.808 1841.909 1819.090 1819.289 1822.287
tests/implicitNums.scala, 3393, 2017-10-27T16:52:30Z, a7c34ec, 779.631, Fri Oct 27 19:48:25 CEST 2017, 6788.323 3001.322 2088.931 1532.919 1323.875 1091.903 1017.426 949.140 868.799 834.456 , 914.531 812.897 829.277 790.526 781.363 784.070 784.350 782.484 808.337 777.899 775.521 782.497 774.286 758.527 761.841 764.362 764.153 770.337 768.257 768.473
tests/scalapb, 3393, 2017-10-27T16:52:30Z, a7c34ec, 7055.5535, Fri Oct 27 19:52:46 CEST 2017, 26360.221 13892.869 10997.990 8935.697 8078.401 7795.945 7644.397 7506.725 7507.314 7402.596 , 7252.009 7226.203 7230.862 7520.267 7061.526 7056.392 7437.233 7158.630 7870.201 7118.727 7008.466 7054.715 6966.252 6954.506 6877.866 6883.944 6930.765 6881.669 6883.780 6940.759
