dotty, 3395, 2017-11-02T09:46:52Z, a914812, 35357.0225, Thu Nov  2 11:22:01 CET 2017, 80380.620 42010.115 38352.042 37505.796 36999.623 37287.022 36242.071 36127.525 36131.710 37185.774 35921.990 35908.915 35856.115 35857.036 36600.725 35680.861 35886.584 35611.664 36445.179 36322.522 35533.918 35535.246 36056.428 35626.968 35415.532 35423.441 35962.639 35306.398 35285.747 35339.155 , 35823.261 35241.329 35307.439 35158.581 35686.536 35253.620 35313.441 35310.944 36530.392 36543.209 35242.156 36322.635 35892.424 37489.449 35337.995 35283.625 35701.029 35376.050 35039.405 35729.749
tests/exhaustivity-T.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 849.977, Thu Nov  2 13:25:27 CET 2017, 4977.526 1975.152 1497.846 1378.962 1671.241 1263.045 1055.468 1033.569 1040.775 956.758 933.264 918.885 1080.919 897.516 890.899 883.134 985.832 914.842 876.555 863.560 4813.363 2215.611 1556.059 1328.014 1443.695 1162.259 1093.889 1081.280 1204.664 1116.594 1070.257 1232.857 1039.329 1035.002 1055.382 940.930 1068.564 916.526 903.382 893.804 4688.082 1933.615 1330.877 1231.735 1381.454 1097.067 1100.013 1025.255 1388.714 981.896 1066.998 939.165 1212.962 1009.321 1118.550 915.934 901.467 940.176 895.859 887.524 , 854.993 855.143 864.461 852.139 849.970 844.333 846.206 837.318 843.757 844.812 897.850 855.366 837.616 873.353 853.447 880.157 834.424 839.157 834.281 826.540 826.220 830.246 861.605 842.437 827.530 823.482 824.626 839.275 831.487 825.585 825.664 823.315 821.159 827.746 820.527 824.556 820.675 819.919 826.290 818.868 892.129 935.996 913.155 1083.864 904.683 877.701 871.744 875.828 866.946 866.105 865.391 861.671 862.247 863.575 899.344 931.207 942.305 856.962 852.443 855.896 915.414 852.742 856.945 856.106 896.421 899.603 894.766 878.496 849.984 844.484 857.282 849.114 847.403 854.272 846.030 847.488 845.378 852.465 849.699 846.698 874.339 909.388 892.258 864.127 857.934 857.262 861.474 857.379 854.896 854.604 853.708 847.840 887.233 852.801 848.595 851.854 843.938 843.091 848.350 842.079 842.403 843.870 858.101 837.608 850.925 844.995 836.603 836.488 837.431 849.731 835.360 836.240 835.321 836.590 850.050 841.806 837.623 872.255 837.417 830.309
tests/exhaustivity-V.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 1987.493, Thu Nov  2 13:32:06 CET 2017, 5552.714 2799.056 2808.035 2659.741 2468.890 2345.827 2420.451 2387.120 2226.303 2253.054 2267.615 2213.661 2197.799 2185.829 2169.485 2308.233 2217.735 2175.940 2122.700 2170.922 5593.654 2781.269 2409.372 2381.227 2293.419 2420.330 2135.605 2294.367 2098.318 2109.306 2027.489 1925.957 1938.657 1898.683 1896.494 1893.876 2061.934 1888.971 1882.969 1871.507 5717.048 2686.067 2423.817 2244.055 2476.870 2168.766 2345.547 2133.558 2105.246 2185.294 2197.861 2086.103 2089.475 2496.506 2082.358 2066.167 2246.013 2053.133 2031.034 2012.455 , 2151.600 2123.726 2081.410 2106.126 2139.171 2111.378 2108.084 2120.902 2272.839 2088.329 2092.896 2094.223 2145.029 2115.832 2096.967 2085.754 2088.253 2102.085 2095.186 2089.223 2088.968 2091.358 2125.998 2092.193 2113.198 2117.250 2102.813 2095.123 2083.421 2061.873 2064.388 2132.967 2086.048 2085.708 2068.516 2060.255 2070.073 2076.377 2079.546 2079.035 1907.208 1897.227 1878.390 1878.793 1859.986 1855.342 1866.819 1840.329 1853.631 1853.530 1850.964 1854.475 1835.322 1845.647 1849.241 1862.965 1920.201 1852.238 1875.779 1856.712 1847.981 1843.893 1903.806 1840.746 1839.861 1840.579 1838.873 1841.420 1840.992 1838.142 1843.817 1849.611 1887.927 1853.964 1855.738 1830.755 1824.047 1820.930 1837.111 1828.484 2030.074 1997.783 1986.135 1989.491 1981.881 1997.895 1987.606 1982.530 2002.224 1999.699 1990.887 1999.964 2010.556 2143.240 2000.547 1985.655 2007.467 1987.380 1993.901 1991.963 2006.924 1995.598 1983.188 1978.951 1976.375 1985.684 1980.054 1962.707 1961.623 1976.768 2042.259 2002.401 1994.293 1962.763 1961.935 1965.357 1972.680 1970.690 1962.811 1966.012
tests/implicitNums.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 783.2035, Thu Nov  2 13:33:49 CET 2017, 7552.926 3107.504 2135.494 1528.811 1347.162 1119.744 1218.502 1044.439 1161.191 1123.114 979.308 868.691 876.726 820.332 823.164 807.166 802.837 816.838 799.366 794.548 804.662 791.139 790.173 794.915 787.742 783.364 799.992 782.337 797.135 781.092 , 780.576 798.143 805.447 784.105 794.706 779.272 782.215 794.707 780.816 794.446 783.572 773.862 793.020 784.618 776.983 775.824 780.372 789.047 773.046 782.835
tests/scalapb, 3395, 2017-11-02T11:15:20Z, 7fefe01, 7459.382, Thu Nov  2 13:41:16 CET 2017, 33075.867 17690.667 11659.031 8861.415 8344.290 8122.947 7966.390 7834.744 7844.121 7929.741 7689.895 7636.536 7621.481 7647.931 7611.321 7655.011 7607.263 7769.641 7555.647 7657.315 7548.084 7460.086 7469.169 7486.375 7695.354 7526.261 7442.936 7450.477 7435.550 7453.453 , 7440.776 7482.780 7416.723 7411.268 7975.976 7502.745 7461.711 7454.943 7432.390 7484.187 7410.498 7690.492 7464.314 7460.791 7458.389 7383.552 7435.891 7460.375 7463.153 7424.993
dotty, 3395, 2017-11-03T15:35:24Z, 3108499, 34526.475, Fri Nov  3 17:09:33 CET 2017, 76435.352 41362.269 37314.863 36300.837 37567.477 35436.603 35449.939 35107.479 35268.089 35832.162 35038.983 35109.905 34996.348 35888.374 34978.918 34872.085 34924.982 35634.598 34620.112 34639.537 34651.610 35350.632 34407.792 34401.683 34568.178 35259.991 34683.357 34471.345 34468.417 35213.390 , 34556.122 34860.857 34438.988 35201.738 34522.459 34432.694 34457.305 35025.427 35357.675 34418.700 34384.727 35185.440 34355.742 34592.257 34467.347 35302.628 34373.597 34530.491 33957.639 35361.872
tests/scala-library, 3395, 2017-11-03T15:35:24Z, 3108499, 5599.181, Fri Nov  3 17:15:08 CET 2017, 25622.903 11670.625 8942.938 6888.052 6509.964 6229.368 6147.728 6036.646 5997.541 5969.089 6131.651 5998.637 5837.367 5792.429 5779.834 5788.393 5730.035 5773.374 5819.474 5724.951 5713.218 5947.596 5707.071 5695.821 5725.431 5688.615 5768.366 5652.898 5645.892 5654.855 , 5663.689 5736.344 5646.714 5630.990 5589.035 5625.647 5603.204 5590.072 5635.938 5618.042 5612.291 5575.839 5592.118 5659.590 5595.158 5588.096 5543.284 5558.373 5579.215 5572.799
tests/implicit_cache.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 111.3135, Fri Nov  3 17:16:19 CET 2017, 2803.796 611.267 580.394 487.423 408.368 355.757 290.240 204.489 159.579 139.036 134.083 146.083 136.031 124.636 139.946 132.184 127.764 127.120 121.881 120.538 118.349 115.022 116.505 114.557 115.473 112.531 113.881 112.314 111.335 112.752 , 113.067 114.519 115.501 115.532 111.670 117.329 119.689 108.233 112.518 107.055 109.386 112.338 110.957 111.750 107.044 107.405 104.957 107.221 106.193 107.318
tests/implicit-scope-loop.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 112.0425, Fri Nov  3 17:17:29 CET 2017, 3209.240 674.026 545.325 345.614 278.906 238.770 188.404 161.498 171.299 149.863 139.264 154.694 148.351 132.838 131.863 129.055 126.537 122.631 133.216 126.930 122.014 123.526 117.526 117.471 135.361 117.607 117.292 115.301 117.600 113.950 , 116.661 115.452 113.177 116.018 112.127 116.261 134.030 113.011 112.765 110.236 113.593 109.471 111.958 108.642 108.840 107.382 109.452 109.951 111.283 107.872
tests/i1535.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 134.9565, Fri Nov  3 17:18:42 CET 2017, 3491.500 1057.879 725.225 565.333 542.063 441.155 347.135 314.351 302.228 234.994 231.962 213.226 168.469 161.372 163.169 153.044 152.045 153.415 147.148 152.299 149.749 145.026 144.225 153.897 193.964 156.417 147.297 143.246 140.446 137.412 , 157.540 146.231 135.088 138.418 137.500 146.914 138.944 134.103 135.526 132.205 132.494 134.825 134.045 133.797 131.895 132.827 134.601 137.690 132.336 139.216
tests/i1687.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 87.642, Fri Nov  3 17:19:53 CET 2017, 2690.460 606.915 413.484 334.954 311.897 244.143 170.684 148.359 108.370 125.554 107.367 105.073 98.079 100.282 97.026 97.675 97.979 95.113 97.364 94.197 97.246 92.123 93.446 97.535 91.566 92.076 93.175 92.464 90.036 91.277 , 89.216 91.401 88.676 89.773 87.740 90.764 87.418 87.845 87.544 88.395 88.039 86.266 89.385 86.174 86.972 86.058 87.266 84.971 86.720 85.804
tests/Vector.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 567.463, Fri Nov  3 17:23:42 CET 2017, 6675.237 2971.908 1890.692 1864.226 1490.754 1502.815 1049.086 968.152 900.458 841.579 905.071 741.271 730.977 738.563 694.392 674.193 668.366 650.174 629.302 639.897 7035.354 2538.159 2073.275 1449.012 1463.951 1501.952 1104.904 1457.357 899.230 870.181 1199.714 1095.336 865.995 741.757 678.082 794.984 656.805 653.156 628.965 625.746 6398.690 2810.711 1826.131 1675.245 1445.005 1265.180 1429.276 1469.663 1319.084 935.133 910.448 866.631 737.010 721.512 697.022 684.013 702.000 729.413 645.251 630.266 , 629.336 632.000 714.470 604.040 590.826 591.121 615.040 596.376 575.453 577.160 587.520 563.875 564.172 564.761 577.660 582.639 566.331 564.166 551.979 554.732 556.046 570.257 551.650 543.158 543.737 554.844 547.508 545.021 555.107 541.257 668.288 610.340 592.371 608.976 595.380 585.442 579.155 582.888 580.503 563.131 591.936 576.496 556.386 612.240 550.225 566.102 549.598 552.937 550.337 561.527 549.051 545.439 559.068 563.976 543.475 536.782 546.315 541.420 535.182 532.176 659.272 629.214 626.011 743.210 656.802 595.197 611.502 602.456 580.109 572.854 587.916 597.944 567.959 572.569 569.417 575.590 627.754 566.967 572.190 560.035 563.539 556.281 566.518 606.565 562.716 562.913 557.319 548.401 545.529 560.205
tests/empty-class.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 74.125, Fri Nov  3 17:24:52 CET 2017, 2591.081 340.681 263.230 256.283 223.653 158.552 102.754 90.571 92.689 84.759 83.988 86.831 81.546 80.077 81.018 77.430 78.379 76.616 77.799 76.040 92.970 79.272 77.101 75.103 77.036 74.239 75.343 73.490 74.902 73.646 , 75.192 74.830 72.870 74.738 73.442 73.940 81.372 73.468 72.566 74.310 89.264 80.930 75.802 74.545 74.995 73.251 71.520 72.796 71.388 73.070
tests/empty-object.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 74.896, Fri Nov  3 17:26:01 CET 2017, 2584.950 381.298 285.334 214.786 201.843 143.840 114.699 100.024 93.085 90.245 84.964 82.650 84.016 84.044 84.305 79.348 81.172 79.502 80.314 78.796 78.608 79.539 78.353 77.236 78.448 76.084 78.195 77.978 76.709 75.527 , 76.521 74.413 75.517 77.427 76.602 74.822 76.164 75.095 75.663 75.368 75.034 73.895 74.904 74.888 74.184 73.860 72.269 73.625 72.352 74.160
tests/empty-file.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 59.1805, Fri Nov  3 17:27:11 CET 2017, 1964.163 283.224 186.426 152.464 153.285 125.203 120.505 96.009 68.190 65.249 63.207 65.074 63.395 63.871 61.053 64.047 62.878 62.106 67.026 63.103 63.497 62.516 60.772 59.318 60.419 59.122 60.518 60.093 59.006 59.956 , 58.921 59.876 58.597 60.257 60.327 59.926 60.251 59.188 59.173 58.392 58.945 57.919 59.439 60.505 57.982 64.670 58.263 59.250 57.637 58.479
tests/patmatexhaust.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 301.032, Fri Nov  3 17:31:20 CET 2017, 5469.923 1749.915 1538.306 1322.628 1061.242 918.334 825.378 853.422 671.332 640.424 637.706 620.336 579.837 429.123 549.816 454.102 453.456 349.898 363.526 349.508 5522.766 2179.059 1555.772 1237.682 1256.674 858.427 910.293 635.300 752.971 546.482 476.950 554.143 448.679 433.230 422.407 486.628 385.934 356.484 353.289 343.981 5154.684 1712.057 1342.148 1473.681 1158.822 1059.564 1110.512 1006.171 790.287 619.238 562.011 527.606 513.250 480.051 461.850 580.094 586.256 538.988 396.175 361.260 , 339.527 331.163 339.028 337.257 323.848 317.361 318.563 309.220 306.871 306.286 300.551 328.865 323.304 301.265 302.599 364.709 292.487 296.792 301.115 294.306 300.274 298.111 299.025 289.795 291.827 279.809 286.192 281.709 282.135 287.437 278.150 274.666 281.185 277.318 273.420 294.403 273.426 273.008 278.199 272.403 338.483 335.359 368.455 326.719 319.945 328.275 318.253 313.791 309.147 303.666 309.269 300.582 302.795 319.528 300.373 299.863 304.256 348.608 315.717 296.940 286.549 296.038 292.747 289.655 283.657 286.090 280.716 283.461 289.671 279.069 278.974 283.812 280.147 277.173 295.778 280.868 283.741 310.718 278.774 284.204 365.337 359.912 356.560 358.723 395.199 502.730 404.994 391.960 337.488 327.487 321.990 333.660 322.072 315.565 320.929 315.261 307.886 313.339 308.382 306.005 313.588 303.244 302.081 310.254 301.900 303.169 300.949 297.558 297.101 298.352 297.480 290.185 297.849 332.663 287.002 297.722 282.886 287.781 295.567 285.398
tests/exhaustivity-I.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 187.984, Fri Nov  3 17:35:09 CET 2017, 4318.828 1170.823 1098.246 794.984 710.878 470.540 438.906 428.619 335.856 373.975 297.546 265.339 281.548 361.346 254.841 270.512 218.727 210.995 209.894 213.411 4408.217 1156.808 1225.477 753.605 637.252 587.255 436.659 370.466 382.200 352.522 319.384 285.300 259.494 259.299 237.662 227.810 236.612 223.231 210.445 247.352 3986.574 1217.290 855.893 680.325 576.386 518.297 540.722 521.243 500.280 467.164 401.796 296.012 309.116 272.242 241.584 232.266 227.308 223.636 214.302 214.413 , 203.251 205.636 202.645 199.486 193.229 194.082 189.355 191.836 187.411 188.619 189.203 192.371 193.931 184.900 183.336 187.264 184.181 189.584 185.742 184.517 183.964 181.049 180.166 182.541 181.491 183.726 177.269 182.595 175.960 175.915 180.145 175.646 175.999 172.665 177.991 175.183 176.070 173.857 173.840 172.275 276.107 211.171 229.800 200.125 196.514 201.595 192.287 191.013 194.624 191.917 196.108 188.557 188.565 190.662 186.001 191.073 186.486 206.863 216.366 189.538 192.682 182.986 192.929 193.294 181.247 185.330 179.300 179.507 183.032 178.991 182.188 177.689 177.419 178.537 175.824 175.039 186.491 176.406 177.162 175.256 207.400 206.644 208.589 201.783 201.259 203.687 196.743 201.478 201.562 259.310 247.476 279.485 207.556 192.370 204.335 189.005 188.625 193.227 190.365 194.951 191.807 190.911 191.472 192.070 189.092 201.403 183.474 186.153 182.908 184.455 184.089 181.028 182.687 181.589 183.040 182.070 179.177 180.512 178.625 177.139
tests/exhaustivity-S.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 278.3585, Fri Nov  3 17:39:03 CET 2017, 4027.874 1266.646 1190.980 923.323 641.808 545.641 456.105 500.217 524.709 399.079 347.806 324.465 315.187 315.254 310.234 302.554 300.794 298.825 300.706 325.500 4255.518 1468.477 681.180 780.269 525.827 607.796 439.123 420.952 531.951 389.326 412.332 364.737 346.281 319.619 335.039 308.476 302.921 297.030 299.936 309.237 3983.316 1141.093 698.627 735.130 600.234 425.437 379.101 356.377 361.006 343.354 337.487 320.579 323.596 305.779 300.059 299.384 299.271 295.809 292.774 288.708 , 300.545 290.024 287.069 291.743 284.289 286.345 289.760 281.990 283.787 285.083 283.763 282.733 284.527 288.414 280.672 277.347 285.824 281.266 275.642 275.928 276.238 276.713 276.060 274.428 274.752 284.284 278.437 292.581 277.466 273.126 273.788 273.687 275.817 295.705 272.465 284.558 273.981 274.056 276.755 272.065 306.112 333.444 297.106 288.977 288.911 286.848 301.490 288.332 286.479 297.770 283.231 283.505 281.429 280.542 281.804 279.229 277.979 286.185 279.952 279.593 278.192 297.891 283.420 284.993 277.935 278.280 275.594 276.837 277.912 274.754 283.112 275.412 276.741 294.110 274.331 305.252 287.052 284.682 275.715 273.692 290.537 286.659 286.542 286.183 291.845 291.611 284.947 281.228 285.354 277.009 274.954 276.299 277.895 278.086 272.485 280.672 276.331 271.965 274.486 279.783 270.115 271.552 271.764 270.221 272.242 269.217 272.493 272.129 269.242 275.937 269.822 268.662 270.610 268.819 269.012 267.981 267.584 265.595 266.360 265.810
tests/exhaustivity-T.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 837.0905, Fri Nov  3 17:44:22 CET 2017, 5077.710 2169.120 1315.385 1180.519 1227.875 1134.312 1140.256 1181.646 1230.579 1149.341 1014.000 951.479 1017.717 977.568 987.907 916.011 919.689 879.220 871.624 874.055 4803.104 2026.863 1332.923 1240.901 1412.933 1130.880 1109.582 1035.039 974.989 1083.475 1140.599 936.586 958.394 903.762 894.776 1027.195 878.892 846.858 896.333 846.029 4906.140 2098.341 1739.461 1423.060 1459.830 1317.134 1289.184 1216.901 1239.512 1250.990 1106.829 1081.359 1046.044 1072.872 1022.021 1134.150 915.810 887.979 890.907 872.865 , 864.465 873.247 885.422 931.661 873.107 854.979 857.461 862.007 868.219 848.263 845.558 855.065 915.061 839.348 864.614 851.692 846.498 850.145 852.846 870.664 842.382 840.021 835.740 836.613 844.265 838.981 842.485 832.333 858.360 868.046 832.496 837.806 837.289 841.571 850.546 835.454 832.454 835.706 839.426 829.998 840.400 835.061 843.498 846.262 831.257 847.754 826.157 821.842 821.341 826.349 842.525 857.769 836.636 822.586 823.996 819.566 820.826 816.706 815.825 812.758 814.354 815.323 811.102 819.972 819.356 821.521 829.203 816.687 809.675 812.371 809.129 809.501 809.455 818.911 827.339 811.716 824.371 804.654 811.554 804.463 862.056 857.829 852.807 861.337 857.382 869.178 859.916 871.744 861.588 851.885 849.930 850.256 856.366 873.997 850.923 836.892 853.529 834.365 828.874 899.980 833.499 836.190 875.555 874.341 836.203 822.427 826.508 826.529 834.371 819.867 837.775 829.054 824.384 819.807 822.245 827.592 818.677 900.031 823.294 870.691
tests/exhaustivity-V.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 2137.098, Fri Nov  3 17:51:29 CET 2017, 5496.858 3154.225 2685.831 2558.781 2730.767 2301.731 2273.823 2291.126 2253.534 2332.601 2291.146 2235.524 2269.914 2447.032 2219.595 2232.956 2173.213 2189.373 2197.417 2219.806 5345.138 3206.934 2497.926 2246.298 2811.337 2550.065 2404.958 2550.295 2381.204 2325.824 2318.509 2304.543 2316.647 2290.025 2276.913 2270.725 2273.609 2281.741 2254.830 2328.007 5394.724 2900.783 2556.739 2705.901 2372.884 2219.376 2278.321 2206.135 2149.121 2346.219 2172.535 2210.849 2283.869 2578.581 2272.299 2078.941 2099.870 2102.665 2073.676 2070.661 , 2225.395 2161.387 2150.095 2150.677 2169.734 2181.124 2173.397 2173.434 2146.836 2137.787 2141.782 2135.653 2132.483 2134.826 2159.204 2152.298 2124.011 2124.486 2330.433 2125.415 2293.419 2217.267 2127.231 2123.420 2130.726 2127.854 2127.534 2124.159 2125.035 2131.784 2122.066 2132.645 2153.649 2136.409 2120.367 2152.641 2122.644 2124.063 2117.876 2118.719 2289.448 2254.498 2234.986 2567.094 2248.103 2246.352 2222.906 2775.443 2241.463 2231.809 2224.859 2248.450 2236.537 2233.064 2249.366 2229.803 2225.202 2220.530 2231.433 2232.957 2224.584 2239.610 2228.222 2238.134 2227.921 2261.515 2269.118 2258.505 2237.818 2249.085 2222.829 2239.437 2252.745 2236.874 2256.916 2237.021 2233.031 2221.299 2216.745 2218.920 2080.753 2060.760 2061.986 2246.828 2053.924 2049.343 2048.039 2041.415 2036.371 2043.794 2035.832 2035.766 2049.358 2040.209 2036.343 2035.569 2036.908 2038.164 2057.241 2034.043 2082.634 2045.635 2073.596 2061.359 2055.093 2043.534 2075.241 2042.604 2030.256 2023.958 2023.490 2027.143 2052.446 2027.536 2022.760 2026.146 2026.674 2332.680 2029.066 2045.170
tests/implicitNums.scala, 3395, 2017-11-03T15:35:24Z, 3108499, 753.355, Fri Nov  3 17:53:07 CET 2017, 6523.237 2866.899 2032.612 1582.545 1521.656 1580.482 1188.127 919.070 1036.347 909.448 887.219 910.683 793.547 793.569 783.421 772.665 804.636 764.324 765.429 768.963 760.007 754.202 773.785 768.579 753.697 759.872 760.513 783.206 761.053 755.032 , 769.982 761.773 756.727 756.108 763.862 748.312 747.855 753.301 770.576 773.513 756.352 744.612 745.744 753.409 741.145 739.677 754.076 740.346 737.338 751.025
tests/scalapb, 3395, 2017-11-03T15:35:24Z, 3108499, 7387.8455, Fri Nov  3 18:00:30 CET 2017, 33510.627 17006.647 11660.965 8513.771 8249.023 7995.481 7863.737 7859.052 7732.296 7650.551 7627.114 7666.997 7976.411 7631.107 7580.271 7544.152 7437.684 7451.310 7441.869 7458.324 7444.738 7479.639 7406.956 7414.187 7442.915 7471.104 7478.711 7446.382 7455.809 7466.666 , 7446.649 7567.329 7480.074 7425.626 7977.719 7396.691 7361.793 7330.823 7332.424 7381.477 7378.418 7391.904 7481.437 7387.719 7400.958 7387.972 7386.716 7386.777 7377.168 7374.631
