dotty, 3281, 2017-10-06T20:24:16Z, c07bc84, 35845.3805, Fri Oct  6 22:47:28 CEST 2017, 78980.897 42973.624 38019.986 37656.009 37452.810 37328.747 36556.577 36385.353 36696.353 37377.402 , 36117.075 36034.765 36228.878 37062.188 35895.692 35795.069 36042.417 37024.828 35608.211 35728.193 35753.200 36901.944 35614.654 35509.521 35642.920 36328.045 35578.827 35601.620 35651.756 36399.210
tests/implicitNums.scala, 3281, 2017-10-09T12:53:49Z, 1ea57bc, 761.913, Mon Oct  9 15:51:05 CEST 2017, 7331.460 3150.903 2007.251 1520.490 1310.551 1156.177 1005.362 910.506 878.442 808.803 , 797.833 776.894 773.787 775.695 768.595 771.275 779.186 759.997 763.829 766.278 754.186 749.407 755.913 786.196 749.185 753.532 755.413 750.149 755.740 757.301
dotty, 3281, 2017-10-09T20:47:03Z, cdd395b, 34956.307, Mon Oct  9 23:10:27 CEST 2017, 74888.917 40693.251 38620.216 37376.385 36476.233 36208.497 35434.224 35261.116 35323.194 36185.092 , 34984.897 35107.498 35085.638 36024.797 34785.343 34951.113 34987.137 35772.647 34648.043 34723.963 34764.946 35303.415 34503.276 34398.597 34802.360 35222.913 34347.997 34662.848 36400.808 34961.501
tests/scala-library, 3281, 2017-10-09T20:47:03Z, cdd395b, 5828.4755, Mon Oct  9 23:13:57 CEST 2017, 25142.201 12423.119 8287.028 7210.972 6733.061 6294.754 6270.208 6198.387 6053.750 5993.550 , 5978.187 5925.963 5899.159 5858.187 5830.389 5829.330 5804.655 5850.749 5911.395 5787.653 5821.144 6051.796 5758.198 5769.403 5842.047 5827.621 5780.216 5741.640 5732.517 5789.956
tests/implicit_cache.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 123.352, Mon Oct  9 23:14:32 CEST 2017, 2778.720 507.355 413.056 339.404 414.827 296.752 225.373 202.911 164.939 143.508 , 146.341 131.060 131.054 127.709 129.849 131.161 128.659 126.302 121.991 122.865 121.002 117.260 123.839 117.340 122.268 119.846 118.868 124.124 115.668 121.872
tests/implicit-scope-loop.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 129.4765, Mon Oct  9 23:15:09 CEST 2017, 2868.629 582.714 414.728 345.600 286.958 288.326 228.797 200.877 173.849 150.349 , 136.313 133.313 138.095 132.811 130.362 158.381 131.379 135.223 130.641 146.548 122.985 120.031 121.387 118.660 125.356 128.591 126.030 114.695 115.277 116.690
tests/i1535.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 150.1805, Mon Oct  9 23:15:46 CEST 2017, 3601.374 689.363 693.376 567.577 454.320 275.874 237.699 303.332 204.959 181.801 , 202.322 178.264 193.699 176.349 162.964 151.991 157.710 147.163 147.235 150.897 146.583 144.058 156.708 144.116 149.464 139.327 161.497 137.490 140.161 136.767
tests/i1687.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 100.035, Mon Oct  9 23:16:22 CEST 2017, 2686.128 631.797 471.196 291.354 240.112 186.420 204.144 157.536 121.974 127.812 , 109.243 107.347 105.179 112.897 102.727 108.911 103.081 100.918 100.890 100.321 99.088 99.749 97.085 98.820 96.576 97.964 95.879 95.952 96.509 96.050
tests/Vector.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 582.042, Mon Oct  9 23:20:05 CEST 2017, 7558.833 2558.650 2134.371 1906.455 1661.681 1207.072 1421.024 1351.515 929.379 865.427 1071.990 834.639 713.032 687.335 675.516 667.807 703.527 689.732 629.319 633.306 6764.713 2952.143 2242.802 1755.750 1623.397 1365.366 1253.483 954.074 938.668 836.826 771.114 973.955 705.939 686.071 695.538 668.481 669.529 644.525 652.177 634.601 7721.604 2609.107 1864.212 1541.893 1355.500 1148.110 1066.033 984.546 934.827 868.833 823.498 833.369 757.399 894.438 664.825 641.252 633.699 655.033 616.503 607.940 , 617.797 615.366 611.449 613.267 640.459 644.493 603.251 592.267 581.679 575.439 589.740 572.847 573.422 592.865 647.577 615.309 575.768 580.114 573.610 564.913 579.882 565.574 569.562 567.063 578.254 560.430 561.582 582.273 554.670 555.108 627.127 635.612 620.403 609.382 613.203 610.521 600.330 601.083 596.815 591.923 586.893 611.275 908.794 648.953 589.556 674.968 633.770 585.470 571.261 582.291 681.601 571.353 588.116 563.699 564.612 570.322 581.811 568.938 567.958 566.154 617.002 598.412 599.612 589.448 604.235 589.706 583.880 592.291 578.402 579.404 584.314 573.070 574.692 588.304 569.252 574.644 568.341 574.955 561.007 559.356 609.034 573.612 569.735 571.156 561.811 561.424 560.441 564.244 555.823 554.949
tests/empty-class.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 77.9955, Mon Oct  9 23:20:40 CEST 2017, 2364.208 427.655 333.458 261.181 173.579 135.650 101.166 92.815 89.376 84.579 , 84.094 81.656 83.137 80.571 82.063 78.738 79.164 77.521 77.597 76.657 78.016 75.807 77.094 74.645 77.227 78.211 77.975 79.994 75.756 74.826
tests/empty-object.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 82.708, Mon Oct  9 23:21:14 CEST 2017, 2370.304 344.839 291.903 271.115 203.615 168.898 127.871 109.632 106.074 91.048 , 86.029 85.539 84.339 83.412 81.602 83.144 85.753 82.422 81.707 82.994 79.402 84.848 102.670 95.524 76.354 79.357 76.304 77.948 75.527 76.997
tests/empty-file.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 62.1745, Mon Oct  9 23:21:48 CEST 2017, 1929.431 256.664 216.562 197.234 156.838 98.444 88.166 77.517 77.407 66.716 , 69.764 78.331 66.911 63.305 61.999 64.463 64.724 78.533 61.472 61.588 62.140 60.149 61.389 61.082 62.209 61.538 63.118 61.220 62.259 61.080
tests/patmatexhaust.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 316.6875, Mon Oct  9 23:25:49 CEST 2017, 5524.744 1812.730 1509.635 1352.011 1356.756 1198.787 1079.183 985.339 860.377 760.926 724.324 619.022 516.103 436.568 548.506 396.361 490.114 393.415 362.773 364.310 5366.969 2194.569 1472.306 1397.915 1182.499 806.556 835.232 816.677 708.806 731.218 681.698 573.809 628.473 418.552 399.071 407.730 377.401 366.316 363.878 352.522 5537.183 2016.801 1734.172 1388.934 1371.759 1192.639 1066.155 977.936 809.047 602.198 504.242 522.486 477.664 443.618 429.349 471.983 389.643 429.539 378.604 361.326 , 361.991 358.395 370.004 422.042 408.385 343.498 339.943 329.438 323.823 323.127 317.073 313.069 340.228 317.466 314.921 321.835 318.925 318.163 309.622 316.839 308.776 311.422 304.786 316.536 311.141 318.104 315.460 300.246 305.146 309.361 298.766 302.420 297.650 295.225 300.920 291.398 293.291 298.007 292.062 294.409 358.377 360.562 345.513 334.755 338.912 347.655 385.765 327.794 401.171 335.136 318.232 312.658 316.995 319.582 314.362 335.544 352.522 314.653 326.210 374.452 309.334 297.414 304.045 307.109 322.841 301.104 300.083 291.990 293.566 306.833 304.343 295.981 300.839 287.573 295.924 298.411 288.071 289.492 285.464 285.803 361.414 364.206 358.605 352.073 430.190 344.873 389.552 341.799 365.926 343.609 337.960 335.913 334.978 324.123 322.021 361.030 317.310 360.465 366.237 321.240 319.501 320.747 309.952 313.070 317.921 313.032 307.883 338.889 312.742 302.697 312.794 309.243 303.785 309.010 301.171 314.002 301.838 299.224 305.274 303.431
tests/exhaustivity-I.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 190.4795, Mon Oct  9 23:29:25 CEST 2017, 4112.774 1321.697 1200.088 757.213 854.757 713.484 613.807 387.404 344.014 338.760 307.305 273.877 279.805 250.839 239.848 285.460 236.461 220.907 266.124 211.873 3995.848 1619.885 1222.194 1014.876 839.703 684.792 612.460 564.222 370.475 459.258 301.166 281.231 355.767 362.558 307.982 227.047 223.519 225.715 208.949 249.246 4163.556 1259.440 1217.144 849.495 600.141 535.084 554.922 575.216 362.762 433.604 386.213 282.304 269.864 337.862 285.952 286.669 241.544 233.582 239.450 277.896 , 203.038 204.268 203.287 205.712 199.110 202.004 195.686 195.294 209.348 192.938 194.405 197.951 192.455 186.798 186.624 189.654 187.032 189.449 190.852 187.048 188.846 219.011 184.901 194.741 182.050 182.316 193.958 186.910 181.557 217.829 181.173 177.772 179.007 178.486 177.292 178.507 177.253 178.465 175.455 176.604 206.392 204.462 201.400 201.775 199.359 197.156 195.220 190.521 194.674 190.438 192.117 188.157 190.063 185.752 185.728 188.204 200.553 201.723 215.360 260.070 187.875 188.178 180.937 183.334 180.548 183.822 178.266 177.751 184.305 176.228 177.587 174.066 211.640 177.800 192.945 176.815 174.641 176.042 175.231 173.160 222.088 211.553 212.393 226.170 237.188 205.514 249.277 238.171 200.507 201.945 200.758 201.565 194.705 219.826 198.650 192.786 194.565 207.053 192.744 195.155 197.551 197.515 197.478 189.811 193.830 186.319 190.047 188.430 186.630 190.982 185.415 187.090 183.827 185.689 187.157 183.157 185.237 201.461 181.846 183.827
tests/exhaustivity-S.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 303.8145, Mon Oct  9 23:33:14 CEST 2017, 3983.192 1606.677 1252.343 845.379 598.761 467.991 429.276 425.508 547.405 529.940 394.219 363.899 346.218 349.167 338.067 353.082 343.366 331.943 328.211 330.451 3973.322 1434.783 682.658 721.299 528.303 469.917 394.588 528.565 514.225 365.967 325.723 320.445 313.335 305.768 311.185 302.897 293.983 295.391 294.737 291.552 3990.638 1430.643 852.699 836.914 564.965 505.591 419.449 388.139 381.430 362.975 349.828 373.844 341.294 376.063 326.370 323.749 324.539 328.844 323.761 318.864 , 325.860 325.177 417.719 321.984 323.154 325.376 316.494 328.209 319.744 321.795 327.568 311.691 310.955 311.175 310.989 334.604 308.504 307.435 308.114 313.257 307.395 308.462 308.549 315.612 308.445 306.654 307.433 403.910 304.914 334.362 306.343 305.366 339.108 313.839 304.955 313.354 302.775 304.288 302.588 304.288 291.239 299.371 288.310 283.985 283.740 283.323 288.055 292.108 293.975 283.669 281.489 288.345 286.764 304.672 283.823 283.834 304.796 298.073 274.843 273.031 273.887 275.620 275.212 273.441 273.812 272.837 274.236 293.059 272.854 271.477 272.455 277.322 289.873 271.767 273.738 273.352 298.150 268.139 270.445 270.483 317.886 320.714 312.964 314.168 311.935 311.629 309.067 313.250 320.813 311.890 322.977 303.423 305.257 304.198 317.575 305.644 327.753 307.374 300.158 300.404 303.431 302.441 304.237 301.931 301.154 298.874 296.447 302.191 299.818 301.019 297.447 298.045 298.430 337.431 298.788 300.332 296.453 328.806 296.192 294.718
tests/exhaustivity-T.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 1004.6065, Mon Oct  9 23:37:48 CEST 2017, 4777.796 2557.229 1657.059 1398.680 1417.322 1267.131 1354.059 1119.685 1108.648 1075.288 1114.983 1128.836 1056.340 1040.072 1024.554 1031.607 1097.134 1068.552 1092.072 1044.921 5066.537 1993.773 1588.578 1664.190 1565.446 1457.045 1409.381 1372.644 1633.006 1397.461 1408.060 1250.079 1309.478 1440.817 1270.253 1213.691 1171.971 1172.301 1173.250 1171.247 5526.694 2125.153 1753.868 1393.051 1358.556 1200.727 1314.726 1204.990 1128.051 1108.151 1082.063 1077.617 1068.837 1058.836 1058.390 1052.898 1042.368 1057.864 1055.454 1032.334 , 1104.330 1172.681 1001.869 989.769 985.343 1144.525 975.048 978.019 973.792 967.962 973.403 964.213 960.882 965.523 958.637 962.007 953.879 966.392 956.064 964.804 957.777 1007.440 1006.155 951.515 953.097 949.086 950.170 952.286 945.975 959.431 950.110 947.897 945.385 942.037 944.456 944.590 943.789 940.490 946.919 940.361 1169.488 1150.454 1144.829 1146.310 1146.276 1168.086 1136.593 1235.782 1167.556 1198.205 1203.683 1126.452 1153.235 1253.068 1179.761 1177.706 1147.209 1117.418 1122.334 1133.067 1145.001 1159.792 1145.321 1169.182 1117.502 1119.489 1116.007 1112.904 1109.134 1112.874 1115.568 1138.871 1118.687 1113.336 1120.066 1110.522 1107.657 1106.023 1106.481 1141.163 1019.359 1016.776 1089.879 1049.370 1015.025 1028.002 1014.054 1003.018 1004.387 991.747 993.255 997.965 986.681 984.595 995.392 998.712 1053.981 1004.826 1023.934 994.588 976.519 1084.222 994.004 972.054 988.233 1008.742 1034.491 973.683 1040.892 993.188 972.404 986.879 975.131 980.800 1070.067 991.641 969.163 964.826 961.340 963.706
tests/exhaustivity-V.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 2076.1585, Mon Oct  9 23:44:33 CEST 2017, 5305.914 2978.022 2417.169 2454.821 2471.115 2172.494 2130.537 2155.940 2118.242 2078.318 2047.199 2035.160 2028.441 2013.638 2013.595 2003.305 1999.278 1997.509 1992.153 1980.173 5289.786 3094.666 2910.623 2633.362 2629.366 2655.685 2583.306 2377.670 2404.761 2576.965 2320.214 2346.869 2315.852 2298.360 2294.758 2281.820 2287.935 2418.942 2511.253 2287.021 5292.131 2969.796 2442.847 2587.593 2553.379 2382.518 2309.992 2207.564 2189.966 2167.871 2162.120 2132.617 2197.306 2245.967 2175.909 2168.734 2390.415 2238.028 2136.173 2111.608 , 1987.756 1978.799 1974.470 1984.580 2169.335 2051.160 1968.361 1974.705 1969.938 1992.611 1995.516 1967.882 1972.449 1968.367 1977.839 1971.442 1963.943 2007.065 1980.283 1984.160 1960.366 1957.636 1959.995 1957.716 1955.625 1973.529 1991.435 1990.447 1966.829 1970.954 1960.962 1976.575 1963.550 1962.287 1982.505 1973.046 1963.718 1957.379 1955.920 1959.166 2318.155 2291.289 2292.009 2464.791 2282.343 2355.543 2336.882 2260.596 2254.960 2240.196 2243.517 2239.244 2239.334 2246.592 2250.412 2244.603 2244.213 2235.251 2238.501 2243.278 2240.543 2238.248 2242.506 2330.159 2232.959 2249.953 2247.175 2507.062 2310.864 2533.984 2258.457 2253.633 2245.083 2246.935 2252.438 2239.334 2238.572 2240.084 2247.076 2235.577 2092.596 2129.658 2095.734 2106.574 2097.282 2080.558 2081.785 2073.646 2075.074 2098.533 2075.133 2092.726 2090.703 2081.491 2065.618 2082.188 2065.906 2062.583 2134.157 2084.033 2063.230 2062.399 2077.184 2071.180 2072.618 2082.708 2079.946 2068.364 2067.552 2092.867 2065.415 2059.139 2052.660 2096.009 2057.641 2052.591 2047.506 2063.228 2059.028 2056.184
tests/implicitNums.scala, 3281, 2017-10-09T20:47:03Z, cdd395b, 762.1445, Mon Oct  9 23:45:26 CEST 2017, 6908.043 2548.692 1863.040 1521.695 1376.231 1214.438 1029.135 1113.545 886.946 829.467 , 812.882 829.179 776.353 777.945 764.146 760.143 773.540 757.757 754.846 810.944 783.332 746.304 751.562 778.276 775.335 754.063 742.838 743.763 751.677 749.749
dotty, 3281, 2017-10-10T11:50:43Z, cdd395b, 35311.5355, Tue Oct 10 14:13:36 CEST 2017, 75447.355 40942.674 37884.949 36815.219 36662.679 36642.895 35614.806 35558.882 35585.516 36831.564 , 35237.149 35410.118 35475.611 36514.813 35295.708 35327.363 35425.137 35911.114 35125.141 35111.727 35263.045 35920.871 35161.213 34849.990 35245.359 35334.349 34805.047 34773.992 35336.074 35521.728
tests/scala-library, 3281, 2017-10-10T11:50:43Z, cdd395b, 5942.959, Tue Oct 10 14:17:08 CEST 2017, 26002.530 12507.870 7658.723 7045.850 6565.560 6356.017 6244.236 6349.882 6128.857 6107.493 , 6143.311 5973.948 6040.298 5976.671 6029.705 5997.209 5924.067 5995.060 6129.587 5905.935 5865.387 5974.741 5961.851 5867.953 5842.054 5845.509 5822.367 5839.704 5782.308 5812.636
tests/implicit_cache.scala, 3281, 2017-10-10T11:50:43Z, cdd395b, 117.4745, Tue Oct 10 14:17:43 CEST 2017, 2783.358 536.952 407.602 373.773 351.122 260.157 178.001 157.219 139.903 143.427 , 133.069 132.172 128.715 124.869 126.031 126.473 122.017 118.116 119.024 117.294 114.512 116.518 116.278 115.698 113.368 115.794 116.178 111.363 117.655 112.433
tests/implicit-scope-loop.scala, 3281, 2017-10-10T11:50:43Z, cdd395b, 133.7675, Tue Oct 10 14:18:19 CEST 2017, 2844.943 543.512 432.419 348.726 302.683 247.363 205.329 207.836 220.145 163.557 , 149.884 136.028 136.098 147.242 141.114 132.908 134.627 130.785 126.576 128.263 125.830 126.360 147.258 176.821 147.470 128.419 148.788 121.207 123.124 120.011
tests/i1535.scala, 3281, 2017-10-10T11:50:43Z, cdd395b, 155.593, Tue Oct 10 14:18:57 CEST 2017, 3446.264 716.761 467.517 460.701 424.878 362.847 299.207 200.637 190.581 183.244 , 226.752 162.477 161.224 159.819 180.378 156.944 152.916 154.407 159.253 156.779 145.248 145.585 147.539 163.864 151.156 162.640 141.888 139.523 140.611 137.458
tests/i1687.scala, 3281, 2017-10-10T11:50:43Z, cdd395b, 100.722, Tue Oct 10 14:19:33 CEST 2017, 2804.035 500.903 519.569 392.400 240.381 207.634 220.681 137.636 121.195 114.712 , 117.693 109.755 104.004 105.590 103.268 106.204 105.128 100.992 100.191 98.788 98.950 100.452 98.005 103.136 95.923 100.350 103.943 96.736 95.423 94.650
tests/Vector.scala, 3281, 2017-10-10T11:50:43Z, cdd395b, 583.452, Tue Oct 10 14:23:11 CEST 2017, 6571.499 2909.849 1592.723 1861.117 1805.913 1335.814 1129.816 1086.666 922.368 1075.291 1057.816 778.532 786.850 1019.234 738.437 685.245 689.723 660.012 647.545 653.000 6607.760 2606.427 2222.640 1899.762 1765.424 1316.091 1136.237 1068.028 1142.420 888.359 1124.380 796.862 839.935 849.407 714.046 675.787 741.536 658.777 690.270 666.466 6799.172 2838.064 2284.688 1775.109 1722.069 1491.737 1525.882 1351.261 1207.913 822.866 791.378 779.738 851.595 685.588 674.285 692.958 655.842 656.867 829.724 626.671 , 617.662 615.195 655.987 739.376 595.856 595.583 610.295 624.289 632.976 613.515 591.471 587.733 580.209 593.151 578.010 594.472 573.954 604.306 606.609 567.271 606.772 564.095 562.820 571.177 576.386 563.058 565.375 569.857 555.528 561.960 623.673 663.010 609.204 622.945 598.251 593.417 593.272 638.595 590.311 585.527 601.177 582.540 579.479 605.608 598.914 577.447 578.560 619.083 591.119 563.896 561.469 577.775 572.475 643.103 581.122 554.007 600.372 559.541 569.158 555.372 646.569 622.791 624.707 600.987 593.515 603.554 641.162 584.364 595.047 572.717 578.096 573.809 585.123 580.153 577.792 580.177 572.217 570.497 573.455 562.406 556.410 557.421 570.835 560.482 564.692 569.773 584.981 581.800 572.275 551.754
tests/empty-class.scala, 3281, 2017-10-10T11:50:43Z, cdd395b, 77.671, Tue Oct 10 14:23:46 CEST 2017, 2370.747 372.567 275.236 269.294 221.445 135.613 106.488 94.041 91.581 88.914 , 84.841 82.017 82.380 79.787 80.915 78.239 81.324 77.897 80.780 75.977 77.445 74.945 75.679 75.180 76.144 77.273 75.295 93.034 75.288 73.374
tests/empty-object.scala, 3281, 2017-10-10T11:50:43Z, cdd395b, 79.795, Tue Oct 10 14:24:21 CEST 2017, 2540.773 453.321 317.673 215.114 159.821 129.247 105.971 101.573 92.484 92.566 , 86.126 83.377 83.960 84.057 83.514 80.523 83.423 80.325 81.225 78.795 80.566 78.282 78.163 77.472 79.265 75.509 78.535 75.961 76.184 74.938
tests/empty-file.scala, 3281, 2017-10-10T11:50:43Z, cdd395b, 61.8385, Tue Oct 10 14:24:56 CEST 2017, 2110.505 313.446 241.533 195.652 163.394 131.043 111.668 75.956 70.353 69.216 , 67.803 71.587 77.319 64.944 61.837 63.034 64.923 77.926 67.249 61.596 60.807 61.565 60.192 61.806 61.840 60.033 61.230 61.168 64.006 59.149
tests/patmatexhaust.scala, 3281, 2017-10-10T11:50:43Z, cdd395b, 312.214, Tue Oct 10 14:28:53 CEST 2017, 5218.728 2021.505 1513.042 1175.047 1135.384 799.325 675.024 583.135 719.920 695.682 678.229 634.476 599.690 443.904 422.813 423.444 504.347 386.714 384.575 371.007 5438.030 2085.400 1586.919 1342.929 1003.373 1006.884 904.220 889.541 636.927 527.618 525.087 481.952 463.349 433.916 437.212 457.381 486.733 523.073 386.094 368.401 5452.865 2243.588 1698.533 1432.461 1290.076 1008.293 795.066 729.840 840.221 654.006 732.890 673.149 643.958 616.799 515.806 405.582 459.902 378.030 357.031 360.407 , 369.036 379.373 366.140 355.324 351.742 351.648 343.389 336.391 334.135 343.593 325.249 318.166 320.548 316.624 312.377 317.761 313.159 314.652 305.981 312.051 312.689 301.046 303.007 307.513 304.501 299.307 308.625 297.880 301.873 299.905 293.368 300.216 293.101 290.215 298.721 290.759 290.175 293.130 289.949 294.306 366.369 385.052 346.574 344.922 346.083 343.886 331.052 327.809 349.307 402.136 337.143 335.300 318.381 315.932 338.354 322.583 335.180 343.982 321.113 314.091 315.549 304.589 303.472 310.105 307.460 300.747 309.329 300.475 296.457 309.894 293.671 301.528 295.318 293.189 308.016 290.949 293.085 298.681 291.408 290.472 346.514 413.888 407.508 415.873 341.719 338.164 345.387 328.614 325.603 363.419 384.711 353.715 318.755 313.594 312.428 316.101 306.800 307.174 311.387 309.515 310.658 322.092 314.323 314.660 347.033 298.170 307.116 298.515 293.875 297.960 296.337 295.534 301.132 287.219 289.907 293.791 286.024 291.414 286.045 285.172
tests/exhaustivity-I.scala, 3281, 2017-10-10T11:50:43Z, cdd395b, 190.6985, Tue Oct 10 14:32:29 CEST 2017, 3938.366 1548.466 1207.943 1025.290 729.339 734.419 621.519 504.097 514.975 429.907 372.421 324.116 283.728 301.374 288.713 229.221 226.991 219.665 213.719 214.647 4069.760 1610.644 813.961 742.711 600.711 547.729 443.194 460.724 361.640 388.423 294.025 271.404 256.768 298.091 236.112 237.367 224.032 213.070 213.686 206.539 4030.646 1525.215 1227.403 832.856 609.385 504.267 439.347 371.154 326.824 323.222 330.590 266.059 260.903 260.814 238.703 234.466 276.643 220.066 220.912 209.637 , 214.330 205.049 202.846 215.458 201.538 201.469 198.254 210.765 198.017 193.119 192.906 188.591 197.554 192.475 188.353 191.655 188.573 188.251 194.797 189.321 190.346 185.792 184.833 183.224 183.429 202.972 181.108 178.560 186.033 186.631 179.583 181.263 203.475 194.483 176.365 176.768 175.557 183.186 178.403 174.994 210.676 220.299 204.992 205.667 202.500 197.999 195.278 197.011 197.422 200.895 191.715 192.111 196.883 190.388 193.517 193.869 188.657 193.555 191.990 211.807 210.450 185.598 187.294 187.738 186.440 185.533 199.141 223.426 211.709 180.928 180.868 180.670 180.006 180.248 186.757 180.805 193.885 176.969 174.915 178.716 224.644 222.791 203.966 200.522 202.436 192.990 192.168 202.383 244.118 194.851 187.491 205.431 188.923 185.071 187.666 191.009 205.109 206.146 188.983 186.521 194.178 195.525 197.137 215.094 191.738 182.867 180.020 184.393 180.666 180.026 179.823 178.411 179.020 177.498 181.335 176.038 176.915 176.990 173.574 177.706
tests/exhaustivity-S.scala, 3281, 2017-10-10T11:50:43Z, cdd395b, 302.1455, Tue Oct 10 14:36:14 CEST 2017, 4400.363 1142.345 724.983 695.187 582.388 555.841 657.840 448.947 535.775 449.598 345.270 356.034 388.798 386.352 340.921 313.711 319.280 318.231 323.532 314.701 4174.238 1263.561 760.535 882.539 698.828 521.561 562.902 476.915 411.037 339.712 329.295 322.958 416.898 396.070 318.088 302.712 313.366 297.917 293.315 296.355 3902.494 1291.001 961.499 833.584 623.659 698.081 595.910 451.322 429.949 411.653 399.901 394.481 393.247 409.850 422.767 390.685 379.536 386.756 369.874 368.762 , 313.575 312.759 311.456 328.490 330.075 323.984 308.353 305.270 305.124 308.153 303.766 301.865 303.569 301.857 302.389 299.559 300.139 301.574 303.437 299.031 297.531 298.173 297.402 296.923 295.934 295.218 295.469 295.952 301.993 295.533 294.494 298.569 302.347 294.002 302.398 293.171 347.137 294.042 291.515 291.754 299.630 299.653 290.723 291.744 302.298 315.872 295.808 292.399 304.444 285.423 283.404 284.157 283.140 281.899 282.834 290.569 295.036 283.930 279.555 279.278 279.231 284.611 278.707 280.481 277.558 288.290 277.428 285.683 282.452 276.138 280.427 274.881 277.668 284.989 285.652 274.608 275.860 274.428 274.326 273.930 369.073 377.434 393.159 398.246 603.744 436.824 359.882 357.957 358.964 357.095 359.549 354.113 353.320 356.048 352.544 354.185 361.740 426.073 358.078 367.727 359.368 353.737 363.487 362.899 362.789 364.481 357.650 349.613 350.203 345.753 346.857 346.373 345.155 346.840 346.430 345.865 344.577 344.478 345.778 344.802
tests/exhaustivity-T.scala, 3281, 2017-10-10T11:50:43Z, cdd395b, 1050.438, Tue Oct 10 14:39:53 CEST 2017, 5178.605 2090.887 1628.115 1337.026 1651.807 1330.526 1324.024 1332.784 1182.254 1188.615 1207.505 1433.617 1184.346 1156.339 1123.781 1107.171 1155.915 1091.371 1086.242 1080.681 4988.555 2035.630 1559.564 1365.652 1483.318 1319.272 1238.569 1371.671 1239.189 1205.269 1169.464 1142.176 1119.128 1116.056 1109.158 1107.794 1156.389 1229.824 1089.672 1066.625 5306.047 2124.920 1557.047 1572.466 1423.036 1320.341 1278.124 1365.512 1245.462 1210.003 1193.392 1384.132 1137.810 1136.013 1110.256 1106.075 1120.775 1117.671 1096.159 1091.010 , 1073.328 1076.217 1063.087 1127.042 1057.839 1061.221 1057.838 1052.081 1046.145 1049.621 1304.412 1088.605 1068.704 1065.457 1071.383 1046.832 1089.299 1051.625 1073.824 1049.710 1042.461 1036.087 1064.091 1118.061 1030.593 1032.007 1031.331 1080.833 1039.380 1027.414 1031.348 1054.421 1033.540 1029.673 1065.038 1039.774 1037.955 1031.506 1028.288 1034.738 1069.279 1073.752 1083.697 1061.752 1059.323 1050.483 1043.804 1040.670 1054.568 1050.881 1063.829 1236.719 1066.838 1036.145 1045.507 1037.351 1042.508 1048.172 1062.594 1050.936 1044.355 1031.844 1103.260 1091.851 1029.204 1034.790 1026.898 1027.655 1030.663 1029.167 1031.042 1036.265 1018.103 1021.036 1025.375 1040.199 1039.789 1037.814 1018.704 1027.247 1092.797 1145.758 1077.363 1068.416 1067.264 1074.035 1069.568 1059.306 1061.604 1057.558 1066.109 1068.814 1053.910 1055.641 1056.514 1053.551 1064.052 1050.393 1069.315 1054.608 1067.815 1078.360 1070.087 1063.359 1037.397 1039.560 1052.616 1043.638 1037.346 1041.805 1035.266 1037.591 1033.240 1036.593 1037.631 1037.973 1049.221 1037.003 1030.689 1031.221
