dotty, 3421, 2017-11-01T12:22:18Z, fd7ba2b, 33467.6055, Wed Nov  1 13:55:47 CET 2017, 77480.472 40854.125 36564.421 35458.804 34884.095 35885.736 34599.569 34397.777 34347.387 35131.401 34278.480 34002.718 34187.602 35013.698 33769.604 33967.997 34018.582 34526.800 33612.529 33526.112 33726.353 34823.375 33414.002 33354.139 33515.267 34353.325 33502.890 33543.860 33569.448 34186.375 , 33476.021 33639.005 33459.190 34108.495 33458.388 33508.466 33723.309 33989.403 33286.066 33383.592 33440.919 33910.158 33306.316 33331.489 33452.059 34055.897 33248.862 33580.173 33376.836 34008.048
tests/exhaustivity-T.scala, 3421, 2017-11-03T18:28:33Z, beb90b4, 848.0265, Fri Nov  3 20:37:33 CET 2017, 5441.608 2339.406 1389.812 1236.436 1465.022 1170.358 1241.569 1112.300 1013.138 1010.286 972.728 928.388 958.688 1252.856 977.951 953.373 871.174 1344.071 867.050 855.094 5212.420 1904.157 1485.403 1405.741 1510.117 1147.852 1051.357 1073.880 1101.532 960.798 931.104 910.103 911.306 883.830 877.434 870.379 854.800 918.962 871.994 861.940 5077.233 2001.697 1405.974 1387.032 1557.989 1223.878 1438.632 1110.950 1049.712 1243.864 1174.612 995.244 1006.457 1220.795 1032.596 960.717 948.988 950.040 944.595 937.487 , 852.666 857.356 851.504 852.717 845.290 847.924 855.861 871.764 856.470 857.351 872.193 1009.466 844.750 838.385 842.759 839.735 829.489 832.922 872.912 847.649 829.987 838.888 833.218 833.379 833.206 837.676 837.356 826.638 826.440 824.792 821.936 828.758 823.754 834.158 831.209 852.648 829.335 823.477 818.736 821.608 880.350 847.289 864.027 848.129 836.718 850.778 1062.924 853.680 862.439 840.788 840.188 822.540 825.395 828.298 820.570 824.487 849.883 823.180 820.382 822.253 816.746 827.051 821.703 832.016 837.864 815.988 814.305 819.435 837.088 816.687 816.638 819.044 822.534 815.573 810.659 813.051 819.617 810.628 810.218 810.444 939.405 945.849 956.379 925.133 1004.252 924.473 911.770 917.209 907.816 907.255 902.495 933.506 901.815 899.729 897.446 904.199 926.618 906.448 929.779 896.428 886.975 890.040 886.709 908.070 900.692 898.793 885.077 1078.594 888.952 882.327 885.098 883.881 879.375 881.893 883.816 884.368 880.836 883.666 898.073 883.138
tests/exhaustivity-V.scala, 3421, 2017-11-03T18:28:33Z, beb90b4, 1792.1655, Fri Nov  3 20:43:53 CET 2017, 5586.311 3009.464 2544.433 2312.829 2482.330 2643.652 2421.391 2431.142 2256.250 2424.100 2363.255 2247.875 2207.538 2187.977 2189.263 2199.159 2164.114 2166.274 2176.714 2233.384 5022.413 2680.752 2176.225 1980.566 2466.275 1964.628 2135.604 1802.821 1808.989 1769.502 1768.886 1733.314 1729.662 1728.111 1709.174 1718.099 1782.984 1710.668 1697.287 1690.925 5160.566 2986.103 2112.021 2359.994 2213.701 2005.047 1955.299 1927.958 1913.539 1895.759 1871.274 1867.960 1905.707 1854.331 1839.732 1910.078 1840.157 1846.821 1820.900 1810.069 , 2243.572 2177.799 2258.230 2202.158 2156.945 2202.377 2144.934 2144.067 2146.858 2153.540 2128.093 2138.837 2282.089 2136.489 2121.893 2132.336 2129.253 2122.648 2126.278 2127.386 2120.164 2132.653 2147.168 2162.166 2130.109 2134.059 2122.412 2150.845 2119.189 2130.469 2116.449 2127.948 2178.898 2162.304 2120.950 2117.805 2118.276 2121.730 2119.347 2118.033 1697.624 1832.827 1667.646 2006.414 1663.189 1701.237 1666.051 1667.614 1661.477 1683.398 1669.618 1675.717 1660.607 1654.463 1664.924 1648.483 1663.783 1659.501 1659.192 1658.457 1662.033 1661.142 1666.396 1656.514 1657.060 1658.668 1701.124 1654.752 1656.830 1691.295 1662.468 1653.379 1654.308 1652.654 1672.482 1646.846 1656.585 1645.194 1641.596 1644.583 1791.308 1808.559 1795.494 1801.756 1785.925 1796.614 1801.918 1823.874 1809.906 1784.787 1781.188 1790.121 1790.281 1857.642 1828.113 1785.719 1799.911 1793.023 1788.765 1793.229 1789.339 1834.743 1826.712 1796.644 1774.290 1811.778 1851.666 1775.955 1760.732 1764.566 1760.167 1827.529 1779.143 1771.463 1778.223 1761.692 1789.553 1769.198 1765.069 1775.299
tests/implicitNums.scala, 3421, 2017-11-03T18:28:33Z, beb90b4, 753.2535, Fri Nov  3 20:45:33 CET 2017, 6918.439 3685.494 2118.758 1613.586 1290.222 1184.579 939.936 908.515 829.872 815.663 808.567 794.181 792.669 796.823 783.592 788.547 772.242 771.315 827.305 768.043 760.844 766.182 758.708 758.305 766.574 753.698 754.780 762.340 753.428 753.553 , 761.718 759.743 750.715 763.717 755.040 754.141 760.222 749.079 752.483 764.467 750.045 748.318 755.853 749.150 744.439 758.848 749.602 745.308 754.024 747.455
tests/scalapb, 3421, 2017-11-03T18:28:33Z, beb90b4, 7212.545, Fri Nov  3 20:52:48 CET 2017, 29982.361 14860.775 12076.227 8902.353 8836.315 7915.965 7751.759 7680.608 7622.832 7588.432 7590.678 7540.743 7522.314 7523.920 7405.836 7424.278 7434.903 7381.595 7347.318 7303.315 7296.666 7346.142 7275.033 7334.481 7289.096 7281.384 7361.579 7294.647 7328.267 7313.564 , 7339.275 7223.705 7197.301 7293.274 7197.853 7286.010 7258.749 7171.204 7202.748 7186.985 7153.780 7183.733 7351.819 7236.801 7195.834 7231.428 7207.174 7210.387 7256.978 7214.703
dotty, 3421, 2017-11-03T21:33:03Z, c1c9198, 33902.635, Fri Nov  3 23:06:51 CET 2017, 79174.362 41004.897 37370.346 36021.029 36480.782 35126.247 34800.485 34840.139 35385.593 34450.954 34468.595 34566.589 34410.508 34915.445 34350.465 34207.966 35180.129 34976.320 34146.205 34139.929 34054.363 34852.339 34206.605 33778.675 33738.187 34758.751 33845.500 33930.864 33899.649 34488.641 , 34044.648 33912.636 33926.729 34342.017 33665.713 34230.972 33675.678 34346.602 33821.232 33672.804 33796.186 34432.051 33794.517 33897.574 33731.797 34398.660 33896.640 33814.675 33907.696 34498.961
tests/scala-library, 3421, 2017-11-03T21:33:03Z, c1c9198, 5624.5495, Fri Nov  3 23:12:26 CET 2017, 24479.881 12020.678 8667.689 7070.978 6809.921 6403.204 6249.481 6035.671 5972.595 6005.794 6379.746 5879.584 5857.266 5995.792 5813.264 5806.572 5808.194 5775.746 5795.206 5736.808 5718.816 5868.644 5848.931 5719.043 5694.245 5698.070 5735.352 5677.970 5684.107 5700.179 , 5636.187 5622.617 5721.569 5641.504 5617.523 5609.489 5602.792 5593.246 5672.648 5642.247 5626.482 5628.989 5654.517 5745.867 5731.319 5561.394 5567.952 5564.299 5586.800 5607.109
tests/implicit_cache.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 109.2625, Fri Nov  3 23:13:38 CET 2017, 2845.097 510.412 580.747 431.884 314.230 260.147 239.823 219.536 174.101 156.312 131.948 130.302 132.980 128.172 127.228 124.279 119.976 132.623 124.120 132.682 117.097 113.918 115.569 113.056 115.844 118.829 117.097 117.974 119.261 114.221 , 114.416 114.526 111.375 113.490 116.940 107.829 109.931 106.546 108.936 109.589 108.436 106.004 108.203 114.112 105.883 104.472 106.506 130.421 111.433 104.503
tests/implicit-scope-loop.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 109.6065, Fri Nov  3 23:14:48 CET 2017, 2901.504 539.025 510.217 356.563 349.549 279.707 239.494 204.514 156.785 147.260 139.355 134.146 131.941 128.206 128.057 123.704 120.361 120.900 118.399 119.931 118.407 119.617 118.495 116.313 117.734 114.520 115.450 113.098 127.420 133.205 , 110.476 118.777 109.715 111.698 110.219 111.739 109.498 111.225 110.503 110.443 107.289 106.723 108.030 106.811 107.711 106.619 110.461 106.155 106.789 104.730
tests/i1535.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 133.285, Fri Nov  3 23:16:00 CET 2017, 3626.396 1068.116 659.523 438.373 405.352 427.154 341.374 345.189 313.335 228.761 198.968 180.295 183.259 161.957 155.386 151.182 149.191 153.820 148.129 146.544 150.282 146.639 144.450 146.343 144.080 142.900 147.534 143.304 140.030 145.044 , 140.228 136.844 138.505 147.456 157.008 143.837 133.360 131.316 133.796 131.355 133.210 135.419 133.078 129.589 131.133 132.460 130.834 129.558 127.701 134.404
tests/i1687.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 86.947, Fri Nov  3 23:17:11 CET 2017, 2905.280 430.025 322.142 263.136 212.627 203.433 180.865 119.445 111.862 99.571 100.143 96.996 98.991 99.253 97.443 94.829 93.252 93.784 91.471 92.155 93.249 90.612 95.459 89.062 93.138 89.133 90.827 98.410 95.360 108.487 , 90.287 101.102 93.649 97.605 87.559 89.830 92.516 88.613 85.175 92.271 86.015 86.668 85.900 85.082 87.163 86.626 86.731 84.323 85.031 85.273
tests/Vector.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 564.524, Fri Nov  3 23:21:01 CET 2017, 7878.654 2235.868 1823.876 1732.141 1268.563 1242.596 1075.222 973.691 889.881 1219.937 792.151 913.252 737.402 712.419 679.972 683.806 710.950 672.316 648.797 633.054 7524.537 2132.268 2351.631 1583.382 1798.409 1613.921 1450.127 1004.808 823.443 1112.147 736.954 728.900 666.484 678.033 642.355 746.341 663.564 619.587 619.073 607.245 7331.202 2920.933 1823.582 1841.059 1308.685 1357.514 1344.221 1077.267 864.975 834.371 1062.160 755.042 704.568 692.731 681.883 664.959 651.072 640.538 652.097 603.223 , 665.087 660.875 622.340 686.513 594.865 621.615 595.098 659.468 590.970 585.866 579.677 631.836 576.732 566.244 567.685 576.650 613.013 589.268 580.462 562.521 556.161 554.817 572.021 557.289 548.183 555.458 606.407 564.436 551.216 553.032 626.021 603.946 618.023 666.288 651.391 585.626 594.232 577.214 563.365 559.334 564.179 565.053 561.425 554.453 553.525 558.646 546.038 539.279 546.232 548.652 642.228 535.954 549.032 532.069 528.403 529.945 548.578 545.076 528.660 533.205 615.113 598.584 731.757 612.027 594.731 588.190 580.327 571.094 573.320 562.198 565.109 589.791 597.129 564.612 562.658 569.297 564.356 557.210 552.965 560.977 555.084 556.693 560.631 563.293 543.227 537.645 553.987 555.326 537.048 546.159
tests/empty-class.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 74.5425, Fri Nov  3 23:22:10 CET 2017, 2627.704 336.971 256.430 202.813 167.760 153.951 101.606 102.394 86.915 81.677 81.865 80.867 78.891 78.930 80.706 77.863 79.695 76.643 76.998 77.371 75.886 75.876 74.650 76.317 74.336 75.844 74.184 75.258 73.271 75.474 , 72.747 74.609 72.878 74.515 74.570 74.839 72.651 75.935 74.760 75.190 75.145 75.587 84.901 75.335 73.021 72.844 71.868 72.403 71.642 72.503
tests/empty-object.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 73.0895, Fri Nov  3 23:23:19 CET 2017, 2388.328 340.176 260.518 241.267 208.533 156.076 146.994 122.642 104.066 82.149 82.531 82.916 85.524 79.670 80.646 78.087 79.515 76.901 78.319 76.640 77.616 76.499 77.262 75.160 77.760 75.217 76.352 74.574 75.444 75.992 , 74.356 72.797 74.209 73.181 75.667 72.914 75.232 73.873 74.800 73.055 72.886 72.134 73.124 72.734 71.380 73.290 71.517 74.676 71.545 72.281
tests/empty-file.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 58.552, Fri Nov  3 23:24:28 CET 2017, 1945.275 364.187 251.932 215.339 177.865 118.619 98.297 82.856 69.575 65.958 65.800 67.285 62.301 62.352 60.745 61.869 60.247 61.468 60.774 59.466 61.373 61.418 60.014 58.687 60.072 60.006 58.544 60.453 59.275 62.761 , 58.328 59.420 57.987 59.089 58.984 58.298 58.751 57.608 59.042 57.704 58.659 58.445 57.730 59.298 57.740 86.047 87.009 80.871 58.429 58.272
tests/patmatexhaust.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 297.294, Fri Nov  3 23:28:41 CET 2017, 5292.652 1964.967 1538.266 1257.092 900.342 790.853 867.248 832.959 611.608 555.110 530.051 465.152 417.327 440.104 427.134 403.987 382.529 401.920 376.916 370.519 5553.322 2095.196 1737.711 1134.257 898.982 882.329 828.679 692.535 563.800 509.217 490.067 440.906 450.919 563.779 541.970 503.612 369.744 351.967 349.962 341.683 5357.772 1656.747 1672.300 1429.966 1274.829 1123.971 791.659 911.614 810.037 752.727 581.918 490.123 469.879 410.518 396.565 403.115 378.940 354.690 384.814 371.792 , 331.791 382.107 326.730 320.399 320.732 313.372 315.588 322.461 339.418 316.091 315.874 374.815 319.239 306.508 303.923 309.889 294.566 305.243 291.520 293.277 295.970 297.930 296.386 297.480 290.767 290.497 419.099 293.086 286.136 293.958 281.203 285.176 306.994 288.248 309.036 293.819 278.613 281.918 278.936 275.356 335.351 327.587 335.522 325.768 347.639 377.063 316.067 312.100 310.953 311.232 306.938 302.805 298.504 298.504 326.020 339.707 307.264 362.054 304.350 300.146 312.886 287.486 296.384 295.602 287.941 283.882 294.000 291.674 284.463 288.936 281.237 288.602 307.674 276.114 277.691 284.404 277.112 274.879 280.739 274.740 335.540 326.310 332.043 353.048 323.588 317.868 306.780 303.133 308.169 302.975 299.431 308.557 301.457 297.016 302.845 294.366 297.108 299.282 289.412 289.505 290.373 292.010 283.733 349.577 279.224 276.965 285.218 286.517 278.328 281.196 273.000 276.122 290.068 273.482 280.783 281.146 279.028 275.435 275.747 272.113
tests/exhaustivity-I.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 181.6965, Fri Nov  3 23:32:29 CET 2017, 4004.243 1635.616 1259.656 818.112 613.514 536.646 483.246 582.841 531.312 366.972 297.347 410.724 366.265 327.852 256.623 228.734 218.144 213.288 222.136 206.168 4080.551 1499.029 1195.332 934.994 753.960 593.607 574.973 478.666 320.768 292.559 333.362 356.796 320.237 281.490 232.445 220.699 215.040 206.048 281.163 227.145 3944.312 1347.846 1160.584 872.924 802.093 579.602 441.053 421.166 429.088 304.588 311.365 371.571 358.951 237.971 255.472 226.850 216.865 206.362 205.568 206.172 , 203.109 197.804 212.316 229.148 194.076 191.351 192.961 189.615 191.254 189.171 187.004 194.499 181.816 186.290 179.943 180.908 191.065 181.711 193.402 203.085 235.543 183.553 175.400 176.720 178.699 194.841 211.134 193.010 173.610 175.658 173.717 171.579 186.628 183.533 170.630 169.814 180.434 168.973 167.726 169.792 205.989 212.922 198.424 196.082 190.829 192.050 186.156 189.958 182.686 182.142 185.983 180.973 181.682 182.584 180.001 183.393 183.266 184.068 186.633 180.476 180.120 176.054 183.287 179.382 173.156 175.496 174.087 170.149 174.446 172.199 176.082 171.533 170.051 171.162 170.489 169.278 171.409 168.797 171.182 168.987 195.020 257.895 198.250 225.945 222.907 215.330 188.437 185.306 184.722 180.596 180.151 187.005 185.380 187.792 179.447 191.525 196.808 187.598 187.011 178.750 181.680 185.916 171.807 179.882 173.105 178.298 176.013 170.400 170.980 169.779 176.953 204.342 173.066 169.137 171.556 168.172 169.709 167.161 166.522 169.714
tests/exhaustivity-S.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 328.546, Fri Nov  3 23:36:26 CET 2017, 4177.014 1324.629 914.500 690.996 656.651 480.006 443.055 420.038 413.120 445.793 421.917 397.760 409.421 397.184 643.816 388.158 372.823 362.084 361.626 363.173 4067.446 1714.945 1218.023 643.627 516.406 466.185 457.384 379.378 357.538 352.747 331.756 315.211 309.544 304.268 297.752 309.646 293.710 294.072 292.774 291.207 4322.417 1308.369 1221.294 865.401 649.077 671.798 451.780 467.030 448.853 378.420 464.846 404.257 359.694 353.172 390.708 354.632 352.776 360.576 342.399 341.552 , 357.202 364.238 359.220 365.385 354.251 354.054 363.345 360.475 350.422 349.349 347.606 350.474 346.345 348.350 348.400 347.946 400.119 343.623 351.727 354.673 349.159 351.666 344.778 343.447 342.764 347.083 342.444 340.927 342.667 343.488 342.949 342.533 343.325 340.781 341.300 341.475 341.539 339.417 356.272 341.678 292.852 286.265 290.063 287.236 299.135 292.260 282.886 285.870 283.607 280.480 281.227 281.658 280.172 278.083 279.117 279.456 287.846 278.548 276.647 276.750 278.787 288.420 276.450 277.519 276.285 275.633 344.828 278.908 276.017 279.300 276.441 279.453 277.395 273.244 283.359 275.112 289.716 279.827 273.815 276.971 348.200 341.603 342.791 337.449 333.999 330.268 343.543 347.982 329.323 329.870 333.273 344.844 331.376 325.932 336.612 330.297 327.151 322.505 323.278 327.769 331.916 324.153 320.215 322.582 320.991 321.085 381.680 320.888 319.682 330.877 321.388 340.508 320.107 318.523 318.073 319.384 320.479 322.648 316.905 317.300
tests/exhaustivity-T.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 885.3505, Fri Nov  3 23:41:47 CET 2017, 4811.708 2357.682 1700.795 1276.864 1237.500 1395.540 1322.287 1197.813 1052.103 1037.978 1016.293 991.384 1003.401 966.263 947.541 942.036 930.433 922.474 925.565 1018.225 4791.100 2017.499 1416.913 1213.091 1389.515 1082.487 971.490 1019.891 1063.054 1011.275 936.670 871.547 897.917 859.562 842.023 863.230 862.502 822.183 854.757 812.686 5171.110 2402.621 1583.538 1356.435 1492.524 1199.283 1240.865 1534.883 1145.894 1086.078 1074.744 1066.795 1123.450 1212.799 1157.804 1074.746 1081.653 1096.023 1082.364 1025.507 , 1011.701 927.822 912.300 897.912 896.349 897.771 891.734 890.952 888.781 880.123 914.201 884.760 894.566 901.537 878.976 878.873 877.838 889.602 885.825 882.148 875.232 876.635 881.665 877.821 876.197 871.621 899.046 899.334 868.616 879.547 900.123 907.873 876.502 881.547 874.174 870.095 878.090 884.876 867.623 873.508 818.897 1005.229 862.253 847.473 804.813 820.675 919.727 809.100 809.788 796.488 794.810 798.226 793.601 791.873 793.205 788.192 795.738 788.539 789.764 787.495 790.840 795.051 786.153 844.264 798.045 789.160 781.544 785.789 780.721 784.271 782.291 782.571 783.021 785.692 797.016 782.716 784.072 779.240 786.789 792.631 999.163 1002.286 994.892 1042.971 1049.864 1009.710 987.497 984.528 1005.837 976.030 971.110 972.811 1045.877 1007.004 979.246 964.811 965.933 979.086 957.528 974.806 959.813 959.255 955.366 961.301 1005.844 968.742 959.021 956.651 968.920 1203.001 947.464 956.723 958.683 1004.320 958.081 950.294 962.063 943.324 947.608 942.717
tests/exhaustivity-V.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 1662.8895, Fri Nov  3 23:47:36 CET 2017, 5133.895 2392.150 2064.801 1813.750 1925.804 1759.637 1730.596 1701.933 1620.187 1733.581 1623.533 1553.883 1541.186 1540.557 1539.494 1561.192 1543.276 1552.335 1543.400 1529.519 5461.773 2728.103 2083.923 1840.108 2107.957 1944.526 1826.649 1827.044 1807.138 1951.226 1774.981 1905.931 1782.030 1724.954 1710.848 1704.056 1724.093 1714.154 1730.572 1724.624 5660.844 3305.430 2328.286 2215.320 2540.158 2091.451 2092.232 2105.701 2077.699 2064.536 2094.144 2120.894 2075.819 2101.357 2052.046 2015.951 2039.772 2012.489 1990.273 2010.819 , 1512.588 1519.005 1496.187 1720.831 1513.322 1490.797 1489.893 1489.261 1488.571 1481.452 1639.918 1491.200 1490.763 1523.883 1516.100 1496.549 1523.853 1482.266 1490.296 1493.008 1483.514 1490.664 1489.254 1487.613 1483.635 1480.839 1495.051 1471.942 1469.113 1476.291 1470.650 1463.244 1461.564 1462.849 1467.686 1464.768 1501.745 1540.597 1478.446 1475.766 1681.649 1677.348 1676.075 1963.839 1686.752 1675.488 1681.998 1668.981 1680.747 1665.495 1659.153 1657.534 1716.801 1664.915 1653.074 1654.806 1652.418 1666.839 1662.343 1649.707 1647.530 1661.810 1662.499 1649.842 1680.056 1655.360 1814.089 1682.120 1663.280 1652.042 1654.024 1666.267 1638.469 1669.978 1631.903 1643.065 1650.707 1650.700 1640.711 1636.892 2039.997 2000.674 1980.032 1975.859 1999.943 1977.694 1983.350 2244.120 1967.915 1966.909 1975.195 2001.838 1982.214 1987.685 1970.032 1964.477 2095.774 1960.149 1954.253 1959.555 1969.260 1962.472 1962.768 1983.883 1977.123 1953.990 1957.359 1996.605 1955.961 1974.327 1965.976 1963.188 1980.217 1963.892 1971.664 1965.089 1986.196 2093.447 1988.833 1958.477
tests/implicitNums.scala, 3421, 2017-11-03T21:33:03Z, c1c9198, 766.158, Fri Nov  3 23:49:18 CET 2017, 6501.703 3685.215 2526.594 2059.586 1550.501 1046.970 976.478 1008.463 1337.326 884.636 821.679 804.814 797.872 800.465 793.972 831.826 828.149 781.046 781.158 784.538 775.852 774.473 780.171 771.310 771.466 772.671 762.044 766.726 770.930 804.330 , 764.410 778.886 765.727 776.361 769.664 766.560 758.217 770.276 771.143 762.030 769.258 781.627 758.473 764.628 770.464 771.769 765.756 754.172 754.084 760.964
tests/scalapb, 3421, 2017-11-03T21:33:03Z, c1c9198, 7466.343, Fri Nov  3 23:56:42 CET 2017, 31210.234 17776.392 11392.845 9066.601 8276.209 8145.340 7946.570 7923.776 7777.679 7889.894 7789.670 7782.853 7749.199 7717.514 7752.078 7778.836 7591.434 7582.230 7528.967 7508.393 7618.417 7498.132 7620.284 7532.231 7613.453 7507.557 7487.892 7471.143 7471.291 7477.155 , 7487.593 7526.221 7481.601 7474.382 7408.500 7450.346 7406.824 7413.222 7422.039 7445.683 7512.626 7452.754 7560.737 7502.394 7490.303 7397.329 7394.654 7458.304 7518.417 7499.869
dotty, 3421, 2017-11-05T21:35:43Z, e1cf2c9, 34008.5985, Sun Nov  5 23:09:45 CET 2017, 77913.150 40520.332 37128.336 35792.746 35385.251 35802.188 34733.217 34828.760 34811.287 35489.588 34460.051 34588.507 34560.551 35388.768 34455.444 34430.320 34339.773 35113.513 34298.429 34521.235 34104.619 34961.910 33863.914 34059.401 34093.265 34802.689 33822.586 33931.356 33960.173 34631.644 , 34004.716 34055.992 33981.452 34456.717 34251.183 34066.014 34020.299 34588.311 33773.113 33978.405 33985.806 34529.005 33998.891 33853.317 33813.162 34463.976 34012.481 33823.081 33998.998 34509.495
tests/scala-library, 3421, 2017-11-05T21:35:43Z, e1cf2c9, 5651.9915, Sun Nov  5 23:15:24 CET 2017, 25656.444 10796.590 8409.490 7044.785 6552.271 6291.721 6381.287 6036.074 6067.395 5898.242 5968.494 6095.084 6185.989 5915.684 6462.059 5823.687 5896.078 5776.747 5798.496 5761.154 5711.926 5869.214 6266.243 5709.358 5676.673 5695.832 5662.707 5691.022 5788.601 5803.572 , 5666.675 5737.323 5733.758 5662.606 5652.375 5628.515 5630.808 5704.837 5649.867 5614.896 5780.560 5617.266 5637.553 5651.608 5769.519 5665.767 5631.371 5970.521 5632.285 5617.690
tests/implicit_cache.scala, 3421, 2017-11-05T21:35:43Z, e1cf2c9, 105.8935, Sun Nov  5 23:16:36 CET 2017, 2841.568 524.730 434.694 330.404 346.272 275.249 247.396 211.732 153.716 134.480 138.516 136.277 123.407 122.299 129.827 120.584 122.969 118.137 115.612 119.043 114.060 115.894 113.579 114.386 112.922 111.661 113.157 110.075 112.147 110.163 , 117.266 118.388 117.334 110.664 108.889 110.411 105.885 107.273 105.525 107.341 104.542 105.645 105.902 105.145 103.818 104.826 108.355 104.598 103.192 103.524
tests/implicit-scope-loop.scala, 3421, 2017-11-05T21:35:43Z, e1cf2c9, 112.0385, Sun Nov  5 23:17:47 CET 2017, 3037.477 550.264 463.187 392.331 369.527 286.401 231.845 160.040 152.756 158.359 143.622 150.027 151.861 132.965 131.812 127.669 125.828 127.346 133.520 127.659 124.059 129.321 120.498 117.623 119.528 116.220 115.478 118.611 116.308 118.171 , 113.673 115.142 111.948 111.339 113.834 112.028 114.422 112.049 113.100 108.901 116.336 114.938 108.775 109.333 109.912 109.095 114.354 112.060 111.420 108.287
tests/i1535.scala, 3421, 2017-11-05T21:35:43Z, e1cf2c9, 133.2305, Sun Nov  5 23:19:01 CET 2017, 3458.644 744.034 667.042 569.636 443.419 354.959 348.871 254.453 234.435 195.922 178.446 169.510 168.251 162.923 158.207 155.614 192.454 163.510 148.544 147.249 149.786 149.172 144.485 144.808 142.948 157.113 141.603 138.456 136.284 143.344 , 135.574 134.531 139.996 135.461 140.594 133.253 132.026 133.208 131.344 128.721 141.449 131.986 129.212 129.006 126.466 130.503 139.050 128.745 138.197 136.011
tests/i1687.scala, 3421, 2017-11-05T21:35:43Z, e1cf2c9, 86.63, Sun Nov  5 23:20:11 CET 2017, 3202.322 420.490 310.655 265.011 209.497 200.492 185.775 167.972 106.959 109.853 99.164 98.208 96.026 96.796 94.895 102.613 105.433 91.899 92.984 90.973 92.547 98.036 92.345 89.334 93.854 88.705 89.925 88.083 88.935 89.255 , 87.543 89.994 86.206 87.979 86.324 87.542 85.677 87.147 86.936 86.314 84.566 85.868 101.637 88.825 89.447 84.845 84.616 97.618 84.938 85.023
tests/Vector.scala, 3421, 2017-11-05T21:35:43Z, e1cf2c9, 573.2435, Sun Nov  5 23:24:04 CET 2017, 6662.293 2558.642 1773.852 2031.638 1334.199 1128.431 1176.827 1176.527 932.828 1132.008 1278.548 807.291 730.003 711.702 706.441 682.916 678.268 708.760 675.083 633.611 6980.284 2231.263 2196.705 2143.209 1908.852 1713.542 1604.111 1418.742 931.108 1297.029 901.076 767.833 741.507 745.511 691.188 679.424 677.946 653.727 642.092 628.817 6684.732 3039.361 2245.390 2099.602 1895.342 1409.778 1006.596 914.307 892.820 1044.470 823.446 777.103 703.099 691.678 672.835 776.769 847.774 649.552 616.514 629.156 , 630.132 637.298 607.208 612.929 610.246 589.999 587.110 613.830 621.840 574.272 570.842 572.021 582.007 573.083 560.781 570.942 571.069 568.642 559.334 568.642 553.357 560.189 554.374 569.300 552.988 545.320 547.043 562.788 546.431 541.937 716.848 822.569 612.380 626.623 624.160 657.194 609.260 597.174 621.642 590.575 580.690 591.335 634.461 601.488 573.404 578.414 576.331 564.296 561.520 570.022 552.767 561.749 561.635 578.848 545.983 548.138 615.475 557.556 603.334 550.472 604.646 604.162 600.520 601.277 583.185 589.021 586.849 588.296 573.463 572.276 566.147 578.282 562.671 558.460 613.841 589.514 549.576 546.086 581.192 552.621 605.318 549.291 568.687 539.324 539.588 539.827 556.778 550.872 538.159 537.272
tests/empty-class.scala, 3421, 2017-11-05T21:35:43Z, e1cf2c9, 71.694, Sun Nov  5 23:25:13 CET 2017, 2497.198 451.124 311.022 234.984 144.152 128.933 101.180 129.581 88.445 80.984 80.020 80.544 85.311 81.622 78.143 75.771 78.551 77.100 78.142 75.837 76.562 76.648 80.497 75.195 78.539 74.591 74.225 72.295 73.437 72.475 , 72.662 73.342 71.189 73.377 71.767 72.715 70.637 72.295 71.596 71.621 72.597 71.875 75.595 71.948 70.832 71.534 70.604 71.460 70.708 70.911
tests/empty-object.scala, 3421, 2017-11-05T21:35:43Z, e1cf2c9, 74.67, Sun Nov  5 23:26:22 CET 2017, 2466.156 422.165 273.070 210.323 222.341 179.069 130.475 116.792 118.231 101.236 87.556 87.825 93.196 83.629 79.164 85.980 79.171 80.200 78.432 78.460 78.715 78.373 76.817 80.174 76.107 81.218 75.895 77.220 74.961 78.971 , 76.592 76.398 74.544 75.278 75.780 76.351 73.694 76.320 73.327 74.693 73.328 75.819 73.638 75.442 74.747 73.874 73.855 74.647 73.617 71.710
tests/empty-file.scala, 3421, 2017-11-05T21:35:43Z, e1cf2c9, 58.571, Sun Nov  5 23:27:31 CET 2017, 1983.896 260.754 208.457 209.259 181.741 158.566 112.970 86.943 69.753 65.058 64.023 63.431 62.522 64.031 60.911 61.952 60.014 61.352 59.354 60.593 61.792 59.086 60.038 58.790 60.539 58.941 61.976 59.664 59.027 60.703 , 58.170 59.375 58.115 59.147 57.838 59.333 59.110 57.869 58.568 57.635 58.526 57.447 58.574 59.129 57.513 59.012 57.460 58.830 67.106 58.891
