dotty, 3774, 2018-01-07T18:16:48Z, 4813c6b, 33723.383, Sun Jan  7 19:50:03 CET 2018, 71794.007 43647.251 37435.564 36008.214 35411.554 35786.507 34772.765 34468.645 34438.980 34514.890 34999.180 34268.360 34158.630 34209.177 35228.697 33946.093 33839.577 33990.090 34976.551 33722.680 33616.395 33854.671 34721.349 33814.411 33780.501 33657.083 34789.647 33785.251 33672.380 33686.678 , 34786.266 33664.840 33676.423 33768.589 34739.233 33675.256 33606.003 33796.425 34697.845 33713.440 33733.326 33762.192 34734.267 33695.355 33675.207 33763.773 34712.149 33655.653 33691.307 33589.474
tests/exhaustivity-T.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 746.8535, Mon Jan  8 00:38:54 CET 2018, 4723.324 2021.768 1245.993 1147.326 1138.754 973.041 912.367 879.153 863.417 840.824 828.650 819.062 807.142 797.371 802.876 787.615 782.079 776.788 778.848 780.620 4633.160 1665.009 1097.611 1006.595 1120.261 919.520 880.184 832.536 817.806 799.910 784.224 778.616 766.897 761.970 751.187 745.511 741.518 737.776 740.262 729.753 4636.683 1958.622 1178.572 1063.467 1334.305 983.118 939.524 904.048 884.696 854.919 834.991 827.017 810.015 800.454 797.638 789.286 788.721 778.786 778.364 772.220 , 770.311 767.675 762.724 761.782 765.071 759.584 757.865 754.700 756.111 759.456 757.402 755.419 754.326 752.938 756.857 751.164 757.619 751.346 751.961 749.410 748.880 750.013 768.273 743.758 746.808 749.773 744.548 746.086 742.681 745.122 749.052 742.053 741.957 741.219 742.081 741.282 746.835 744.191 740.664 748.755 748.168 720.692 720.304 719.732 713.768 716.140 716.852 709.074 707.565 707.010 706.925 710.298 702.946 702.476 706.613 702.868 704.902 702.357 710.782 705.117 699.276 699.670 701.555 696.489 697.576 701.259 699.758 696.344 698.919 694.964 697.067 695.467 695.134 695.047 693.717 693.551 697.276 694.817 692.701 694.282 770.054 766.587 764.133 761.932 762.289 761.820 759.717 759.935 758.435 759.737 757.188 758.697 753.655 757.936 758.589 755.462 756.581 754.134 753.748 769.625 750.968 751.677 753.009 748.857 746.872 752.873 749.294 748.032 746.436 747.048 749.254 745.145 744.697 745.229 748.851 748.441 752.740 744.465 741.628 743.651
tests/exhaustivity-V.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 1548.6315, Mon Jan  8 00:44:10 CET 2018, 5001.693 2804.341 2017.663 1775.005 1646.296 1579.252 1600.279 1557.172 1539.391 1517.345 1491.227 1478.434 1478.600 1471.631 1458.828 1447.264 1430.002 1454.811 1446.369 1431.557 4948.160 3108.232 2148.747 2024.335 1931.827 1886.194 1852.382 1827.142 1819.972 1787.351 1772.831 1759.886 1750.065 1743.877 1744.864 1720.288 1711.533 1715.340 1709.281 1709.654 5074.010 2737.587 2021.597 1840.240 1791.685 1739.398 1732.042 1717.662 1699.813 1665.621 1658.541 1633.348 1600.928 1603.071 1603.277 1596.934 1593.447 1575.292 1568.663 1566.000 , 1430.154 1427.238 1447.726 1440.844 1422.025 1416.554 1440.153 1419.541 1418.780 1417.165 1405.463 1412.052 1426.167 1422.368 1403.556 1404.836 1410.635 1414.506 1415.496 1410.673 1398.643 1426.896 1410.787 1406.548 1392.248 1400.060 1416.644 1413.835 1435.138 1391.348 1391.144 1400.607 1402.509 1403.472 1390.399 1389.688 1398.784 1396.789 1385.309 1386.523 1705.599 1703.474 1720.246 1688.885 1688.844 1691.492 1689.310 1691.155 1678.771 1672.606 1685.097 1680.448 1691.110 1678.935 1682.309 1684.383 1670.395 1683.430 1672.049 1680.834 1681.297 1678.666 1683.615 1682.363 1668.324 1668.491 1672.113 1683.839 1673.247 1670.418 1669.539 1663.850 1666.134 1670.811 1674.119 1671.003 1676.065 1669.576 1694.128 1663.204 1568.244 1571.974 1563.524 1561.841 1548.618 1554.054 1557.530 1561.113 1559.442 1551.154 1543.350 1554.298 1595.607 1556.887 1562.685 1545.415 1543.484 1553.633 1556.299 1553.761 1548.168 1542.259 1547.059 1548.573 1550.724 1552.072 1542.171 1538.107 1540.306 1559.161 1548.645 1546.415 1536.431 1530.644 1536.309 1541.857 1543.504 1538.165 1530.964 1532.560
tests/implicitNums.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 727.7515, Mon Jan  8 00:45:48 CET 2018, 6668.725 3077.267 2499.762 2019.776 1595.055 1400.522 1263.236 1253.016 1051.075 952.384 930.850 894.731 846.330 813.661 795.251 803.217 771.779 765.223 767.749 754.974 761.164 751.620 747.530 739.955 739.315 735.515 745.294 752.640 740.622 735.355 , 740.560 729.033 738.976 722.669 728.638 731.001 729.084 723.402 729.452 739.061 724.476 736.731 717.807 716.197 726.865 723.009 720.087 737.534 719.843 721.988
tests/scalapb, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 6935.075, Mon Jan  8 00:52:43 CET 2018, 26226.144 13905.381 11643.793 10110.825 9027.920 8418.951 8060.379 7886.386 7425.434 7358.931 7292.115 7268.001 7161.461 7101.254 7051.658 7023.211 7110.367 7037.641 6989.912 6969.639 6984.914 7056.043 6986.807 7014.293 6987.127 6985.006 6970.937 6933.366 6981.282 7004.849 , 6970.244 6966.422 6941.520 6932.133 6944.999 6904.689 6933.759 6986.411 6950.491 6904.773 6892.359 6973.981 6932.195 6952.874 6903.404 6893.344 6885.726 6936.391 6952.547 6894.984
dotty, 3774, 2018-01-08T08:03:03Z, b22f22a, 33318.214, Mon Jan  8 09:35:56 CET 2018, 72383.357 41063.921 36758.186 35457.240 34946.454 35193.382 34225.360 34069.115 34022.889 33977.212 34294.475 33740.082 33650.673 33741.849 34611.919 33487.306 33386.132 33317.310 34221.315 33370.107 33366.874 33478.946 34313.986 33294.893 33174.080 33382.748 34297.065 33196.255 33215.074 33338.669 , 34283.827 33315.012 33321.832 33343.477 34298.986 33305.424 33322.280 33277.068 34312.784 33232.924 33279.964 33214.302 34282.776 33270.437 33222.610 33362.926 34246.881 33215.180 33321.416 33273.633
tests/scala-library, 3774, 2018-01-08T08:03:03Z, b22f22a, 5619.4615, Mon Jan  8 09:41:29 CET 2018, 22899.940 10844.578 8720.383 7903.608 7048.215 6690.787 6512.684 6214.321 6213.202 6075.244 5944.792 5926.190 5885.122 5892.839 5861.810 5814.994 5779.234 5777.724 5755.744 5763.303 5799.055 5835.741 5713.184 5717.934 5709.450 5691.164 5667.796 5700.183 5672.330 5715.888 , 5651.886 5739.680 5676.895 5613.343 5598.518 5601.436 5594.228 5625.580 5662.382 5630.870 5632.090 5638.699 5673.361 5601.784 5576.647 5634.622 5589.771 5596.107 5597.036 5574.758
tests/implicit_cache.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 93.473, Mon Jan  8 09:42:38 CET 2018, 2698.665 447.311 335.612 285.285 234.719 202.171 162.004 139.892 129.849 119.557 117.146 116.671 114.336 115.586 112.417 109.358 110.469 107.062 108.540 102.599 102.538 100.794 99.395 101.219 98.519 100.199 96.902 97.527 95.992 97.306 , 95.892 97.694 94.350 93.031 95.319 94.346 94.668 92.603 94.038 93.342 93.748 93.604 93.894 92.093 92.522 90.424 90.371 92.751 92.753 91.189
tests/implicit-scope-loop.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 97.435, Mon Jan  8 09:43:48 CET 2018, 2765.189 507.934 375.048 310.801 258.098 219.180 183.013 151.604 137.023 126.782 120.940 117.582 115.464 119.403 114.503 115.804 118.099 109.814 111.088 112.414 107.178 107.658 104.749 107.310 104.454 104.819 105.984 104.122 104.523 100.872 , 103.931 101.568 99.711 100.362 98.552 100.676 99.002 99.632 97.238 98.109 95.580 97.556 95.664 95.491 96.269 94.440 97.314 96.469 96.441 93.684
tests/i1535.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 113.962, Mon Jan  8 09:44:59 CET 2018, 3131.611 703.463 471.179 373.340 315.562 256.588 215.061 181.148 159.929 154.284 159.726 160.835 157.818 157.026 150.172 143.734 140.130 142.932 134.394 132.994 134.062 129.620 127.703 127.864 130.179 124.205 124.660 123.595 122.483 121.276 , 121.792 118.477 116.730 120.556 117.506 115.729 117.001 120.176 113.459 113.545 115.568 114.245 113.131 113.679 112.654 111.388 113.131 112.146 110.310 112.581
tests/i1687.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 67.35, Mon Jan  8 09:46:07 CET 2018, 2451.791 389.874 276.321 226.601 186.134 153.524 140.905 112.859 97.800 89.772 80.786 81.580 80.052 81.064 80.554 79.917 79.299 77.202 76.449 74.381 74.513 73.636 72.711 71.991 71.949 70.460 71.196 70.115 72.623 69.435 , 69.988 68.794 68.554 68.489 67.593 68.362 67.385 68.307 66.557 66.901 67.441 67.949 67.190 66.923 67.315 66.154 66.154 66.551 65.975 67.061
tests/Vector.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 536.513, Mon Jan  8 09:49:47 CET 2018, 6195.279 2118.718 1643.691 1420.039 1312.966 1238.799 1100.483 995.927 909.386 865.154 818.686 776.475 779.966 741.676 719.561 704.326 669.346 643.444 631.134 635.500 6508.948 2162.782 1640.388 1394.971 1267.958 1193.268 1088.723 1023.570 909.239 867.617 827.175 795.255 797.828 780.733 737.073 700.920 695.391 655.312 638.483 624.255 6461.151 2277.917 1683.948 1417.541 1305.593 1246.134 1103.145 1052.660 945.028 889.081 835.504 840.727 783.683 766.977 728.256 700.657 699.779 663.494 650.158 636.959 , 614.000 603.485 597.809 600.676 598.836 575.674 569.790 592.500 559.980 560.032 560.419 563.803 536.982 533.584 524.113 537.413 528.293 520.624 515.389 527.434 519.732 515.244 512.184 511.278 502.373 506.005 506.134 514.197 498.972 508.430 631.529 600.210 591.902 589.598 588.574 576.640 569.243 567.159 558.585 542.749 537.269 550.777 555.835 533.264 534.454 531.779 543.701 523.481 521.149 532.156 515.104 514.573 520.698 528.572 505.751 513.613 511.533 528.515 504.460 506.165 638.446 612.003 608.429 600.978 608.348 597.043 575.413 564.498 573.268 558.183 547.927 548.910 554.451 540.674 538.359 550.519 533.864 531.130 529.417 538.446 527.056 531.132 533.080 536.044 515.658 518.482 525.877 535.200 519.850 519.577
tests/empty-class.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 52.7905, Mon Jan  8 09:50:55 CET 2018, 2198.783 274.407 172.389 140.548 118.889 105.274 86.350 76.783 66.789 64.005 63.874 63.547 62.846 62.006 60.327 59.765 59.718 57.487 58.835 56.209 56.567 55.236 55.942 54.772 55.698 54.188 54.861 54.374 54.440 53.835 , 54.107 53.413 53.777 54.712 53.094 52.966 53.455 52.822 52.755 52.311 52.554 52.191 53.017 52.261 52.485 51.759 52.759 51.778 51.843 53.602
tests/empty-object.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 54.7525, Mon Jan  8 09:52:02 CET 2018, 2200.516 274.786 175.413 143.511 120.551 105.578 92.156 80.906 72.760 67.047 66.995 64.752 65.641 63.109 63.517 62.985 62.489 60.742 60.049 60.301 59.075 59.080 57.510 57.510 57.351 57.575 56.554 58.330 56.067 56.282 , 55.800 55.910 54.900 55.972 55.628 55.372 54.975 55.901 54.361 54.605 54.337 57.539 54.271 54.550 54.126 55.160 53.577 54.364 53.653 54.117
tests/empty-file.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 37.072, Mon Jan  8 09:53:09 CET 2018, 1642.597 186.808 105.147 87.480 75.173 64.612 57.936 50.419 47.103 43.298 43.028 42.563 40.596 41.032 39.924 39.575 39.012 39.304 38.945 38.362 38.702 37.863 38.179 37.470 38.659 38.098 37.511 37.669 37.137 37.530 , 37.775 37.026 37.276 37.602 36.870 39.005 37.041 37.444 37.643 36.677 37.298 36.890 37.114 37.103 36.627 37.108 36.608 36.903 36.824 36.484
tests/patmatexhaust.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 293.101, Mon Jan  8 09:57:07 CET 2018, 4841.267 1523.393 1252.762 1111.702 1005.976 890.508 786.670 739.618 694.583 646.516 600.807 556.865 542.842 500.260 454.494 407.432 392.522 376.072 369.792 365.616 4797.196 1512.912 1204.493 1059.964 1003.157 905.331 780.888 714.292 636.998 584.491 523.078 478.243 442.859 402.582 388.464 384.667 371.967 368.455 373.366 385.858 4800.577 1545.853 1272.116 1078.164 1007.735 898.738 777.164 729.185 660.384 606.087 551.021 523.676 486.000 440.166 419.589 396.649 381.962 373.387 373.373 384.997 , 378.936 380.918 379.662 381.856 382.103 368.581 361.796 354.812 349.239 341.710 340.080 333.549 335.338 322.929 319.052 311.620 313.731 302.634 295.462 297.452 296.199 289.435 299.522 294.522 295.360 293.503 283.415 289.275 289.499 284.893 281.019 278.135 282.851 272.536 273.960 278.889 267.793 268.198 272.772 269.222 376.004 373.459 369.818 369.948 355.557 344.393 338.297 345.208 325.891 314.217 315.869 307.791 299.870 296.710 300.202 289.907 291.128 295.387 280.409 277.521 282.887 280.594 283.139 280.397 274.604 277.890 267.642 282.217 270.080 264.326 270.813 263.308 264.419 266.761 262.199 259.751 264.679 259.162 263.050 258.743 365.001 355.775 356.527 358.647 344.119 345.047 343.015 340.752 334.300 324.448 317.445 319.766 309.787 313.464 315.514 309.039 303.066 300.531 292.831 290.134 290.176 293.371 284.988 286.828 284.892 281.172 280.577 280.481 284.555 271.423 275.698 272.004 273.377 273.851 273.963 265.585 269.312 277.110 267.478 268.828
tests/exhaustivity-I.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 155.329, Mon Jan  8 10:00:49 CET 2018, 3675.567 1120.298 757.914 595.822 519.414 457.364 413.493 359.667 318.210 271.607 239.365 215.843 215.861 220.973 220.227 215.855 212.207 207.020 210.822 203.854 3674.450 1082.870 777.154 614.315 526.430 454.483 415.019 348.212 315.078 276.194 252.416 233.055 223.123 217.667 205.524 201.646 203.229 196.705 204.878 198.419 3680.324 1070.583 773.635 608.334 518.674 461.785 418.079 358.416 309.295 259.217 241.945 217.847 214.283 219.647 217.433 214.406 210.713 206.370 206.982 204.296 , 196.973 186.167 183.627 180.365 174.795 169.082 175.125 164.425 163.345 163.391 160.737 158.394 160.558 156.901 161.411 158.327 154.678 156.703 153.058 153.175 154.312 151.708 153.130 154.588 152.918 152.875 151.913 151.996 152.922 150.450 147.785 155.810 147.772 148.234 147.180 146.800 151.018 145.940 143.802 147.199 195.299 188.188 182.266 183.786 176.127 169.744 172.270 170.629 167.757 165.427 163.980 162.424 159.536 156.272 159.060 155.928 154.063 156.801 153.008 153.129 155.532 154.848 157.925 155.993 153.634 155.126 152.407 154.373 153.720 150.726 147.777 153.671 149.697 148.886 150.686 146.903 149.073 145.219 145.793 146.519 203.710 191.845 188.202 186.168 180.385 175.294 176.900 168.426 168.243 166.708 165.912 162.712 164.768 160.240 160.465 161.351 157.946 157.427 156.792 153.582 155.692 153.668 155.087 156.056 154.234 153.228 155.775 154.637 152.532 151.624 148.276 153.249 150.447 148.270 150.069 146.664 149.838 146.504 146.685 146.410
tests/exhaustivity-S.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 303.0815, Mon Jan  8 10:04:44 CET 2018, 3829.956 1148.029 711.895 511.927 465.761 429.552 399.666 387.170 382.718 380.545 367.263 360.553 351.067 351.680 338.535 343.499 341.174 330.224 329.622 326.775 3721.051 1340.427 757.153 588.300 539.409 487.276 438.248 409.486 396.340 373.275 361.126 348.485 348.974 346.029 344.568 350.776 345.827 345.164 345.240 340.448 3640.097 1155.150 688.173 532.848 478.869 434.186 388.311 361.049 355.076 320.495 300.107 290.961 285.824 283.866 286.375 286.633 281.853 279.640 279.129 276.719 , 325.804 324.858 316.573 317.623 317.103 314.131 312.095 311.967 311.358 311.426 308.174 308.763 305.546 306.285 306.837 304.464 304.120 304.989 302.769 303.000 302.794 309.599 302.798 302.318 301.584 301.418 298.979 303.163 302.366 300.477 300.130 299.635 298.122 300.743 298.216 296.731 296.720 297.653 297.404 296.980 341.874 342.344 333.480 336.015 331.062 330.612 325.110 325.066 322.200 329.176 320.126 318.494 318.204 318.151 313.352 312.334 312.797 314.156 311.629 316.538 310.590 309.793 310.914 310.657 310.567 310.412 310.140 309.984 307.166 308.663 312.369 307.423 307.123 308.221 306.079 307.341 306.282 305.517 305.417 304.905 272.102 270.746 272.362 269.373 267.528 264.575 262.651 263.250 260.677 262.188 258.475 259.742 257.973 256.697 256.580 257.965 253.899 253.696 255.615 255.665 254.131 256.208 252.563 253.440 253.172 253.175 254.094 250.423 250.467 250.574 249.566 251.174 253.253 250.858 248.960 249.206 249.551 248.872 249.216 248.572
tests/exhaustivity-T.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 804.7505, Mon Jan  8 10:09:57 CET 2018, 4687.557 2127.928 1216.781 1134.244 1366.472 1048.233 1057.814 1007.730 976.485 939.343 910.952 893.663 879.427 865.011 858.799 848.999 840.144 839.688 830.256 829.924 4728.892 2119.424 1229.237 1140.147 1302.918 1046.748 1042.443 1073.934 982.826 951.845 947.129 924.374 903.526 889.708 880.583 872.055 860.980 857.728 860.221 851.843 4686.875 1980.867 1213.900 1069.738 1162.912 990.625 938.762 902.476 877.844 854.040 844.560 839.618 825.284 812.405 807.144 798.473 796.413 789.549 792.113 780.212 , 827.428 817.487 818.312 818.696 815.726 817.398 817.135 811.296 812.005 808.705 811.317 807.644 810.379 805.981 818.549 810.608 808.740 804.954 804.974 803.843 806.304 799.135 800.354 804.547 802.607 798.203 800.988 799.812 797.042 798.887 796.491 801.917 794.340 796.439 794.224 793.833 795.768 797.543 794.091 796.567 848.241 842.856 841.654 836.446 837.675 835.443 840.277 830.965 828.330 830.344 830.502 827.939 825.732 827.196 825.536 833.173 827.170 826.381 823.854 822.793 825.519 823.282 820.790 824.259 821.071 818.889 836.572 818.396 818.124 817.740 816.416 819.287 818.736 815.300 811.307 815.628 813.507 815.207 815.086 815.686 779.113 796.565 770.948 773.511 774.060 767.992 769.631 768.784 771.816 767.994 767.641 768.602 764.043 763.416 770.963 767.885 767.697 763.244 764.812 775.782 764.637 759.469 765.281 763.501 760.409 763.807 761.105 760.086 759.336 760.301 759.754 755.728 754.580 757.091 758.581 753.598 761.696 756.005 753.849 754.321
tests/exhaustivity-V.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 1488.192, Mon Jan  8 10:15:33 CET 2018, 5092.945 2602.113 1943.160 1763.942 1664.531 1654.603 1626.812 1599.149 1585.730 1556.266 1533.684 1517.543 1517.033 1508.469 1495.893 1478.285 1469.690 1483.303 1476.016 1473.770 4941.794 2445.333 1960.449 1814.694 1757.000 1708.137 1679.676 1657.670 1645.216 1630.199 1582.456 1560.950 1558.842 1560.053 1555.791 1550.275 1545.838 1543.779 1554.481 1531.067 5217.514 3278.692 2382.627 2230.570 2536.652 2246.438 2218.867 2209.915 2194.524 2194.890 2156.468 2150.472 2131.465 2103.716 2088.483 2087.457 2073.386 2074.917 2106.469 2063.316 , 1461.403 1456.897 1469.242 1463.923 1464.712 1457.062 1447.939 1464.711 1450.873 1451.728 1442.717 1452.192 1471.400 1447.980 1442.755 1429.470 1437.569 1448.816 1444.337 1438.121 1429.924 1433.583 1438.553 1440.151 1427.841 1422.357 1462.040 1434.763 1437.733 1423.773 1422.519 1430.166 1431.916 1423.085 1419.640 1423.350 1429.807 1428.697 1441.999 1419.649 1532.285 1533.142 1532.171 1511.273 1507.074 1496.432 1491.160 1494.375 1492.570 1493.913 1491.625 1501.407 1502.219 1494.295 1505.580 1490.206 1494.061 1471.827 1476.053 1482.165 1472.315 1480.778 1487.709 1480.986 1484.064 1481.799 1488.675 1486.788 1490.352 1504.650 1470.698 1468.748 1466.781 1469.424 1476.486 1475.427 1478.908 1478.038 1474.841 1477.961 2051.399 2048.902 2043.402 2049.135 2047.341 2046.431 2051.947 2039.815 2033.866 2050.599 2037.236 2032.622 2031.241 2032.018 2017.593 2019.774 2023.060 2027.956 2029.089 2028.779 2016.936 2016.906 2018.691 2023.631 2028.215 2028.066 2029.095 2021.533 2049.897 2016.155 2024.078 2025.668 2019.409 2007.944 2008.492 2013.284 2022.751 2019.180 2023.241 2035.086
tests/implicitNums.scala, 3774, 2018-01-08T08:03:03Z, b22f22a, 723.3785, Mon Jan  8 10:17:09 CET 2018, 6834.027 3072.599 2276.751 1899.648 1540.714 1235.541 1149.686 1070.388 1076.168 1003.676 964.328 895.478 835.884 828.863 801.768 766.417 765.149 750.729 754.349 754.699 748.536 753.775 742.104 748.768 740.279 731.991 740.500 739.287 735.607 734.390 , 733.529 725.999 738.225 742.187 723.258 734.557 728.487 727.574 728.303 722.489 719.133 722.569 722.892 718.681 723.499 718.184 727.254 721.302 718.299 720.651
tests/scalapb, 3774, 2018-01-08T08:03:03Z, b22f22a, 6784.774, Mon Jan  8 10:23:55 CET 2018, 25668.094 13184.382 11236.154 9894.760 8961.516 8076.314 7913.683 7543.149 7368.095 7198.412 7185.505 7104.424 7059.670 7022.920 6999.611 7001.437 7043.834 6952.661 6985.469 6882.324 6849.639 6951.609 6886.228 6868.509 6799.841 6846.619 6827.852 6815.850 6802.216 6841.050 , 6861.991 6858.634 6832.519 6775.502 6766.571 6833.244 6811.890 6791.203 6792.095 6816.404 6774.703 6774.317 6803.419 6767.156 6778.345 6771.107 6749.283 6800.700 6768.285 6727.007
