dotty, 3342, 2017-10-19T16:14:22Z, 5b618dd, 35420.291, Thu Oct 19 18:37:18 CEST 2017, 78202.471 41870.223 38101.779 37838.088 36815.008 36540.371 35752.470 35802.229 35842.526 36598.170 , 35331.330 35673.294 35766.582 36398.858 35322.477 35536.200 36568.705 36114.069 35058.544 35559.533 35269.027 35964.818 34941.758 35186.059 35410.203 35430.379 34861.495 35268.601 35336.790 35587.671
tests/implicitNums.scala, 3342, 2017-10-20T16:49:24Z, 5b618dd, 799.8125, Fri Oct 20 19:46:26 CEST 2017, 7227.165 2941.751 2153.596 2017.226 1787.606 1088.116 1018.726 1070.360 1180.352 889.674 , 829.918 845.050 832.713 833.890 1011.749 890.875 800.829 783.020 781.539 861.438 798.796 812.485 802.132 778.559 770.675 778.694 770.852 765.935 772.094 765.012
dotty, 3342, 2018-02-21T13:37:28Z, 68afbcd, 35054.508, Wed Feb 21 15:13:03 CET 2018, 83762.712 42626.734 37884.162 37301.065 37823.545 35854.077 36213.013 35983.862 36473.345 35622.746 35570.734 36107.608 36652.120 35446.699 35621.841 35673.407 35905.060 35261.692 35151.808 35217.337 35902.160 34977.531 35064.471 35128.047 35629.159 35094.865 35119.398 35095.361 35617.408 35091.718 , 35035.835 34930.491 35659.320 34978.447 35044.385 34953.582 35457.453 35052.200 35056.816 35034.495 35492.741 35018.357 35121.352 35123.658 35523.502 34837.078 35090.230 35154.858 35520.273 35031.900
tests/scala-library, 3342, 2018-02-21T13:37:28Z, 68afbcd, 5555.603, Wed Feb 21 15:18:33 CET 2018, 25637.969 10544.814 7635.891 7002.170 6701.883 6352.410 6069.194 5993.055 6053.120 5909.180 5936.590 6054.023 5923.757 5807.360 5800.296 5743.910 5690.928 5716.997 5723.599 5671.210 5713.454 6213.926 5786.294 5622.669 5700.376 5613.567 5639.516 5581.503 5669.397 5582.087 , 5590.669 5642.161 5759.366 5631.604 5541.851 5559.426 5577.730 5729.723 5543.371 5579.296 5638.566 5551.780 5514.033 5591.307 5543.711 5543.451 5515.179 5550.232 5529.364 5515.833
opts/scala-library, 3342, 2018-02-21T13:37:28Z, 68afbcd, 5756.6625, Wed Feb 21 15:28:32 CET 2018, 24851.812 10804.458 9583.232 7493.922 6829.480 6427.438 6364.661 6162.839 6161.053 6191.694 6204.342 6046.338 6200.974 6100.827 6089.166 5936.100 5915.512 5931.982 5911.284 6091.489 5904.137 6170.413 5982.381 5844.910 5810.441 5820.306 5882.320 5819.207 5823.437 5805.067 , 5822.779 5808.016 5770.739 5744.676 5743.466 5758.294 5755.031 5766.314 5794.790 5727.601 5710.212 5893.597 5746.182 5862.330 5869.355 5702.388 5723.841 5696.832 5792.630 5712.971
tests/re2s, 3342, 2018-02-21T13:37:28Z, 68afbcd, 2816.4245, Wed Feb 21 15:31:40 CET 2018, 16392.213 9085.384 6439.483 4999.390 4061.697 3435.468 3248.397 3258.480 3386.591 3084.321 3150.821 3019.629 3025.203 3007.501 3091.576 2947.574 2955.488 2920.761 2903.091 2895.475 2895.038 2899.609 2932.537 2855.481 2891.673 2846.303 2829.036 2843.693 2812.236 2844.053 , 2837.304 2820.662 2846.541 2829.432 2816.362 2818.420 2816.487 2830.394 2814.722 2800.066 2808.983 2793.302 2825.029 2998.086 2843.607 2799.551 2776.417 2805.177 2803.900 2792.466
opts/re2s, 3342, 2018-02-21T13:37:28Z, 68afbcd, 2759.27, Wed Feb 21 15:34:43 CET 2018, 15480.858 8452.999 4759.546 4822.022 3696.002 3503.497 3170.701 3176.898 3051.866 2980.801 2955.047 2914.006 3285.428 2960.498 2921.621 3030.462 2900.622 2861.611 2888.403 2858.861 2871.602 2851.131 2871.055 2859.511 2804.702 2844.331 2811.927 2802.801 2813.818 2773.270 , 2798.950 2761.670 2776.421 2755.289 2764.295 2913.346 2779.159 2776.402 2776.134 2742.458 2750.152 2732.327 2725.998 2726.386 2756.870 2845.086 2768.121 2738.031 2735.084 2705.389
tests/implicit_cache.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 100.6305, Wed Feb 21 15:35:59 CET 2018, 3068.271 619.139 411.835 334.323 238.891 267.164 221.545 214.137 152.638 134.875 130.353 123.263 119.509 118.404 126.712 113.305 115.896 112.769 109.926 111.443 118.185 108.998 112.864 104.643 107.959 104.282 106.438 106.279 108.013 106.357 , 106.101 101.694 103.573 102.906 100.976 103.480 99.754 102.514 101.068 100.285 99.111 108.760 99.566 103.067 99.987 97.782 98.410 97.968 97.548 96.340
opts/implicit_cache.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 98.618, Wed Feb 21 15:37:11 CET 2018, 2854.310 529.265 381.969 362.634 288.458 200.150 233.637 207.027 138.432 159.994 151.114 125.387 118.203 113.614 116.838 122.026 112.876 108.398 108.036 108.660 106.837 106.787 103.106 104.501 107.815 102.485 101.885 99.719 101.506 98.825 , 100.498 100.031 100.697 99.681 105.337 97.262 100.567 98.557 98.679 96.254 96.254 97.026 94.374 101.552 99.201 100.368 95.364 94.181 92.630 96.596
tests/implicit-scope-loop.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 104.413, Wed Feb 21 15:38:25 CET 2018, 3004.747 557.087 410.917 420.308 273.040 242.886 232.782 205.580 192.187 184.932 145.718 145.961 129.498 121.302 123.690 119.193 131.933 126.521 117.770 113.302 116.998 111.971 112.262 110.303 110.302 114.180 107.370 110.073 106.417 109.348 , 105.594 107.537 104.266 116.020 106.261 106.413 102.805 102.626 105.424 102.290 103.378 100.653 103.179 99.704 112.517 130.569 102.334 102.570 117.473 104.560
tests/i1535.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 132.419, Wed Feb 21 15:39:43 CET 2018, 3857.043 1090.737 606.647 421.699 340.084 347.465 304.549 279.654 307.182 205.524 226.363 188.681 164.779 161.495 158.193 155.512 152.117 153.064 151.605 148.559 147.563 147.675 161.651 155.222 155.782 150.671 140.972 139.053 141.010 144.285 , 138.612 140.064 137.386 136.231 137.553 132.415 132.423 134.613 131.278 131.185 140.812 137.115 130.388 132.024 132.560 127.464 132.015 129.302 128.052 130.793
tests/i1687.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 73.159, Wed Feb 21 15:40:57 CET 2018, 2662.096 427.406 316.931 226.905 184.730 150.235 108.799 108.481 95.389 90.296 87.020 93.253 84.327 91.232 84.485 84.383 79.900 78.457 85.849 79.289 79.459 80.550 82.595 81.810 75.078 76.373 77.022 78.011 73.052 73.240 , 73.523 74.587 73.181 71.639 72.933 73.207 74.192 100.334 76.174 78.537 71.290 72.473 70.773 73.318 70.717 73.137 74.227 71.312 71.788 71.760
tests/Vector.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 592.211, Wed Feb 21 15:44:51 CET 2018, 7976.176 3039.410 1998.010 1516.979 1847.044 1482.426 1501.894 1104.682 898.074 1212.863 1037.057 778.249 741.871 733.298 708.640 685.892 679.733 661.838 663.976 661.619 7058.055 2627.675 2163.032 1529.667 1175.282 1151.903 1064.655 1010.728 1200.839 1086.071 1222.359 1158.304 1151.414 831.719 780.211 755.443 764.909 733.633 691.909 661.188 6683.054 2593.858 1698.909 1399.312 1555.007 1492.705 1321.579 1530.537 1263.219 1074.109 1076.370 1044.253 857.869 785.020 728.045 804.227 741.860 672.641 651.800 836.269 , 643.214 612.288 613.625 615.847 622.744 601.613 594.676 604.732 590.021 581.773 579.719 594.037 590.372 727.855 618.354 589.875 578.410 620.170 632.938 583.640 571.359 588.119 600.266 612.765 583.089 576.974 568.703 556.409 556.499 560.745 852.442 715.160 637.033 619.740 618.693 622.636 605.453 671.480 667.042 627.474 715.946 625.183 595.088 586.441 573.383 578.438 703.419 607.719 579.168 608.532 567.399 561.865 560.561 568.708 557.921 561.955 564.113 553.092 554.087 561.680 685.965 615.155 610.901 611.886 614.191 598.948 711.969 597.654 581.783 578.807 573.032 590.566 577.289 582.330 589.081 579.648 596.531 615.826 585.603 632.791 588.047 585.177 610.624 574.070 621.047 572.144 564.888 557.503 593.856 573.022
opts/Vector.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 570.2, Wed Feb 21 15:48:43 CET 2018, 7321.057 2720.549 1762.160 1862.648 1594.583 1197.003 1073.803 910.816 1126.661 898.732 791.606 739.776 833.641 706.223 659.866 662.895 638.226 654.090 637.830 627.600 7205.806 2581.406 2316.850 1532.058 1706.923 1209.894 1025.960 1147.428 1009.063 934.735 792.414 823.740 717.348 704.331 680.486 769.283 652.079 713.697 635.519 638.555 7460.969 3051.206 1908.798 1379.374 1433.303 1620.551 1547.593 1254.911 1070.338 833.158 813.620 1010.392 720.807 781.032 681.113 729.462 763.816 711.176 636.902 706.372 , 613.691 601.407 616.871 596.107 588.236 587.269 598.230 740.724 628.916 568.392 566.340 557.958 570.769 566.152 560.817 555.782 554.374 553.503 543.494 545.055 560.196 543.883 541.933 543.355 547.473 540.314 566.208 547.007 535.367 533.198 771.098 673.089 726.183 605.208 613.361 662.247 601.622 583.765 577.772 593.064 570.007 569.015 572.797 579.936 573.065 563.514 584.052 567.080 562.056 567.040 572.976 560.211 558.510 568.826 568.781 569.833 562.382 562.053 557.698 561.523 687.724 595.333 624.700 611.599 607.055 587.922 590.518 593.714 609.677 568.941 570.393 578.164 565.719 567.279 570.511 570.878 571.254 644.394 583.815 571.895 565.837 571.006 551.818 551.677 549.825 555.657 615.379 565.246 555.474 573.496
tests/empty-class.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 61.5285, Wed Feb 21 15:49:54 CET 2018, 2541.263 344.235 251.483 191.499 207.163 138.832 113.620 110.927 120.676 94.875 71.992 70.429 68.938 68.427 67.785 67.971 66.125 66.131 65.600 66.413 66.055 72.914 65.334 65.418 64.144 64.182 64.430 63.137 64.000 62.549 , 64.792 64.652 65.150 62.851 63.528 61.401 62.719 61.327 63.577 64.792 61.681 60.987 61.564 61.493 61.310 60.984 60.854 60.327 61.079 60.510
tests/empty-object.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 63.2885, Wed Feb 21 15:51:04 CET 2018, 2431.520 451.158 222.968 170.924 183.021 164.228 150.744 108.436 84.521 88.286 76.883 73.077 71.661 68.833 70.369 69.363 67.764 68.938 70.376 69.082 67.740 73.466 71.696 66.475 66.557 65.557 66.410 65.673 65.508 66.230 , 66.260 64.352 64.408 64.127 65.358 64.055 65.553 63.391 64.351 62.800 62.995 61.750 62.964 61.706 63.186 61.634 63.154 61.346 62.781 68.612
tests/empty-file.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 44.2435, Wed Feb 21 15:52:13 CET 2018, 1906.847 311.678 144.920 106.673 94.186 88.248 69.914 64.344 56.201 51.764 47.776 47.479 48.279 53.521 48.272 47.369 47.050 45.265 46.099 46.702 45.780 44.926 45.680 45.377 44.339 45.688 44.469 44.927 45.219 45.021 , 44.854 44.168 44.772 44.158 44.646 44.226 44.731 44.013 44.604 44.569 44.051 44.435 43.786 44.527 45.612 44.248 43.523 44.039 44.239 43.533
tests/patmatexhaust.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 302.621, Wed Feb 21 15:56:25 CET 2018, 5367.083 2151.669 1595.896 1488.369 1332.949 1186.740 1114.548 1018.416 914.388 829.260 741.347 487.282 467.393 515.091 448.646 515.626 396.883 387.986 374.475 387.295 5213.686 2177.744 1638.928 1246.565 1107.700 1123.002 1007.706 943.128 660.340 766.645 644.361 558.720 516.558 435.418 410.668 423.507 423.759 371.212 364.653 377.880 5706.847 1783.040 1694.400 1460.646 1247.502 1156.857 1039.237 737.150 689.666 798.019 722.859 671.906 467.689 511.884 409.110 390.959 396.416 374.961 364.356 371.413 , 361.421 362.626 432.268 389.020 419.100 342.300 329.241 336.935 330.769 380.045 336.595 317.037 308.483 314.752 317.744 304.195 311.405 304.391 303.605 312.297 306.943 292.925 300.391 293.613 296.051 293.206 290.499 292.724 295.231 291.329 288.368 302.147 296.786 287.430 295.188 290.525 310.362 287.534 278.317 277.467 419.206 371.105 370.714 343.308 337.335 324.838 325.375 322.629 314.948 319.615 306.425 337.733 319.412 302.195 302.271 308.801 303.894 299.207 305.982 303.320 291.413 298.678 295.015 352.351 302.610 287.196 284.979 290.568 291.776 280.187 285.487 282.203 281.665 287.012 280.955 279.928 286.708 280.874 283.780 284.039 380.394 428.800 359.056 348.791 345.214 383.313 336.443 410.595 323.201 315.827 323.449 307.030 308.644 313.274 306.073 319.925 302.632 302.651 308.033 299.608 289.628 296.279 287.884 297.458 299.383 290.716 294.379 292.469 293.294 286.888 292.128 290.931 284.001 306.896 278.129 276.975 290.194 283.610 277.845 283.091
tests/exhaustivity-I.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 167.949, Wed Feb 21 16:00:24 CET 2018, 4349.698 1199.025 1142.815 860.377 647.564 552.830 494.269 453.579 340.808 335.453 278.357 296.829 240.882 232.808 222.799 208.679 203.969 203.917 198.102 192.141 3944.903 1136.676 827.728 883.324 737.743 667.352 603.719 571.539 507.987 452.458 403.728 378.871 367.955 345.228 256.817 230.671 227.223 221.493 298.336 232.801 4386.145 1269.511 1009.810 782.508 663.129 494.803 521.745 466.505 338.337 395.787 291.458 298.333 263.142 237.444 223.097 250.061 200.546 203.979 193.413 189.668 , 189.819 180.600 179.801 179.049 173.588 172.708 175.557 176.170 171.132 174.858 169.959 171.659 167.684 170.582 170.023 166.295 168.106 169.198 162.806 164.198 165.570 164.340 164.559 162.035 162.081 161.619 163.283 161.850 166.934 168.762 160.458 156.700 157.455 156.091 156.173 160.139 157.000 157.636 156.209 155.308 197.882 198.166 200.618 206.614 210.936 191.456 183.628 182.756 185.249 177.984 176.694 176.194 231.057 181.518 172.926 173.659 169.060 170.764 168.765 169.659 171.359 168.483 169.683 167.420 176.112 168.070 165.509 168.541 167.069 164.016 164.883 163.072 193.701 162.831 164.364 160.448 160.241 160.797 159.026 157.333 191.060 180.400 181.936 183.374 181.398 175.414 176.522 170.416 169.193 172.810 167.828 167.718 168.438 166.673 171.497 168.538 170.605 171.294 165.408 162.108 167.150 162.392 162.019 168.379 160.233 160.372 158.334 158.603 159.806 160.504 160.930 154.631 160.899 154.835 156.712 156.796 154.759 155.515 153.944 153.464
tests/exhaustivity-S.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 277.7575, Wed Feb 21 16:04:22 CET 2018, 4168.343 1479.765 1134.159 626.972 599.584 624.413 547.568 435.304 365.203 374.494 377.963 353.941 351.098 352.748 334.041 331.647 320.724 311.352 309.127 312.560 3955.744 1476.112 821.290 594.181 470.900 521.611 613.791 538.820 370.793 402.039 360.981 353.083 369.430 318.497 308.548 319.707 320.205 359.314 299.432 295.124 4288.935 1317.278 666.690 757.905 440.371 511.894 408.774 328.238 347.576 308.701 289.864 281.265 271.908 270.561 267.308 263.756 262.270 258.491 256.025 256.726 , 306.865 297.778 294.797 291.316 289.100 289.499 295.788 299.039 285.585 286.823 290.385 286.684 282.350 292.177 304.457 283.113 278.316 279.983 293.036 279.189 281.516 278.260 277.762 280.744 276.574 298.183 281.479 279.236 280.087 279.301 277.143 274.041 283.609 274.959 278.368 276.118 280.574 275.224 277.874 277.753 291.606 291.309 287.216 289.822 294.818 287.035 288.050 283.908 283.627 281.694 281.811 281.067 281.784 283.011 281.611 278.671 281.635 284.361 285.618 279.188 279.931 286.708 280.088 280.290 278.849 287.095 277.182 279.018 277.216 276.632 273.727 276.156 274.718 276.468 274.813 274.681 272.969 272.451 273.098 272.495 252.731 252.216 250.150 255.472 249.035 245.621 247.357 245.522 243.901 243.764 253.258 242.926 240.981 253.090 241.556 245.871 240.335 241.735 270.406 239.663 239.256 238.840 240.456 237.789 237.556 238.024 238.028 235.653 237.811 246.829 236.382 235.487 235.392 235.190 234.200 234.492 233.588 234.340 233.700 236.287
tests/exhaustivity-T.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 897.2945, Wed Feb 21 16:09:14 CET 2018, 4917.548 2320.313 1453.587 1372.683 1514.380 1585.091 1324.067 1240.317 1138.894 1114.321 1112.157 1108.144 1084.642 1087.753 1090.398 1065.182 1107.549 1115.680 1134.887 1068.763 5323.411 2143.566 1494.531 1347.260 1448.837 1129.623 1126.721 1062.793 1035.658 1023.404 1163.076 1422.563 1065.154 1000.408 960.011 1045.520 1037.554 1049.335 1267.540 1111.830 5367.991 2525.769 1418.780 1299.773 1317.007 1096.811 1092.668 1038.648 1060.977 1003.527 1036.978 1003.685 959.939 989.636 943.232 922.857 919.169 906.049 902.843 901.370 , 1049.348 1075.172 1059.617 1033.380 1055.848 1031.513 1021.922 1021.489 1015.452 1017.715 1048.975 1021.379 1375.265 1018.559 1013.898 1008.532 1018.242 1009.759 1016.441 1025.468 1003.616 1025.599 1033.376 1188.913 1011.448 1033.756 1067.062 1035.721 1013.617 1019.782 1054.938 1031.634 1016.535 1018.880 1022.852 1011.751 1003.807 1009.596 1028.350 1012.692 944.788 926.668 926.042 912.436 932.857 901.075 909.742 900.258 898.800 916.749 952.650 1018.895 1242.052 914.218 917.601 905.947 898.100 890.787 882.260 887.915 883.735 885.520 892.634 877.112 875.663 880.325 897.117 880.465 878.737 872.799 875.594 874.438 872.904 869.228 873.787 872.236 868.292 869.826 874.151 872.490 890.008 909.671 897.472 882.274 877.498 891.271 878.442 885.162 890.065 880.098 864.478 869.961 869.224 882.736 895.052 869.132 862.505 898.550 859.688 854.185 865.498 861.831 862.712 859.060 868.371 895.516 866.342 866.087 852.726 856.313 866.453 864.789 852.361 855.353 852.940 851.845 846.242 848.540 847.473 860.190
tests/exhaustivity-V.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 2304.224, Wed Feb 21 16:16:40 CET 2018, 5543.571 3630.373 2967.026 3024.720 2849.652 2718.485 2676.127 2848.484 2753.961 2737.712 2572.284 2567.376 2560.831 2553.763 2582.857 2558.895 2547.443 2543.790 2541.772 2574.666 5631.061 3364.810 2587.165 2549.636 2461.825 2416.413 2541.727 2563.828 2443.673 2463.484 2400.482 2409.856 2386.724 2604.824 2403.498 2377.136 2419.528 2523.719 2380.751 2512.994 5483.856 3052.893 2329.485 2245.320 2119.754 2115.635 2151.840 2098.434 2113.300 2057.840 2013.728 2023.495 2001.660 1986.217 1987.882 1990.625 1968.099 1970.255 1988.884 1959.616 , 2562.355 2545.414 2558.065 2525.826 2515.597 2535.460 2544.314 2533.013 2517.185 2508.609 2539.896 2522.711 2512.964 2571.407 2522.454 2507.714 2503.372 2500.580 2499.729 2507.683 2486.282 2503.469 2531.146 2491.197 2502.506 2504.354 2519.077 2509.040 2516.267 2592.401 2525.563 2510.316 2503.261 2492.408 2533.590 2489.947 2485.203 2490.545 2481.233 2484.154 2625.676 2586.413 2400.116 2319.447 2312.040 2321.375 2324.009 2304.753 2312.944 2300.402 2313.219 2307.954 2310.259 2303.695 2305.566 2381.185 2334.251 2290.802 2302.063 2302.030 2287.119 2294.945 2295.072 2316.484 2290.405 2299.961 2316.522 2290.961 2291.938 2295.460 2287.134 2284.298 2288.578 2298.135 2329.782 2311.465 2295.671 2548.772 2291.926 2287.268 2039.889 1957.404 1959.682 1972.861 1947.605 1951.716 1951.576 1947.329 1964.803 1943.463 1941.708 1944.109 1929.496 1962.376 1946.950 1932.942 1924.398 1930.898 1942.402 1945.646 1923.449 1931.288 1933.530 1927.844 1931.325 1926.917 1929.932 1923.920 1925.521 1907.633 1917.898 1937.469 1930.781 1918.484 1920.472 1927.873 1908.663 1911.484 1935.453 1911.202
tests/implicitNums.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 737.99, Wed Feb 21 16:18:22 CET 2018, 7282.770 3671.474 2156.382 1869.565 1590.216 1910.892 1115.336 964.906 1034.193 949.268 858.698 804.819 794.814 774.703 760.811 773.202 751.166 751.503 757.920 753.629 745.081 996.656 738.482 732.822 746.916 741.033 743.522 760.441 737.834 754.715 , 753.242 765.901 756.731 739.677 730.203 742.141 734.621 739.787 748.221 732.586 747.849 736.258 736.941 739.039 727.848 735.014 749.681 736.117 728.284 732.112
opts/implicitNums.scala, 3342, 2018-02-21T13:37:28Z, 68afbcd, 749.464, Wed Feb 21 16:20:03 CET 2018, 6813.756 3230.144 2403.815 2040.797 2069.072 1285.898 1460.906 1099.874 943.486 862.976 845.244 823.485 821.573 797.942 772.677 798.689 794.654 784.639 792.589 761.579 757.983 770.522 758.110 762.187 765.581 787.481 771.630 744.668 743.210 753.283 , 742.748 770.397 870.602 749.898 749.033 784.396 858.136 780.130 746.613 749.895 771.970 744.775 738.897 739.826 761.836 735.370 762.019 737.423 736.930 740.123
